,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
290,19.2,31.0,25.0,0.25,2.0,0.0,1,26.0,89,360,2024-01-13,02:00:00
291,22.8,38.0,19.0,0.29,3.0,0.0,1,26.0,91,0,2024-01-13,03:00:00
292,24.2,41.0,29.0,0.26,1.0,0.0,2,26.0,90,20,2024-01-13,04:00:00
293,25.8,42.0,26.0,0.26,2.0,0.0,1,26.0,90,79,2024-01-13,05:00:00
294,24.0,42.0,13.0,0.34,7.0,0.0,1,25.0,93,315,2024-01-13,06:00:00
295,21.8,41.0,8.0,0.58,7.0,0.0,1,25.0,95,291,2024-01-13,07:00:00
296,31.5,55.0,12.0,0.43,9.0,0.0,1,27.0,88,333,2024-01-13,08:00:00
297,33.3,55.0,25.0,0.32,5.0,0.0,0,30.0,77,148,2024-01-13,09:00:00
298,26.6,43.0,39.0,0.26,2.0,0.0,2,33.0,63,75,2024-01-13,10:00:00
299,20.6,37.0,40.0,0.21,1.0,0.0,4,34.0,56,71,2024-01-13,11:00:00
300,19.6,35.0,41.0,0.22,1.0,0.0,4,35.0,55,70,2024-01-13,12:00:00
301,18.4,34.0,43.0,0.21,1.0,0.0,5,36.0,51,60,2024-01-13,13:00:00
302,18.3,35.0,44.0,0.23,1.0,0.0,5,35.0,50,66,2024-01-13,14:00:00
303,19.0,35.0,44.0,0.21,1.0,0.0,5,35.0,51,69,2024-01-13,15:00:00
304,16.4,29.0,42.0,0.16,2.0,1.0,4,34.0,52,67,2024-01-13,16:00:00
305,13.7,25.0,39.0,0.05,2.0,1.0,5,32.0,56,54,2024-01-13,17:00:00
306,11.5,22.0,35.0,0.05,2.0,0.0,5,30.0,64,47,2024-01-13,18:00:00
307,18.3,32.0,32.0,0.06,2.0,0.0,3,29.0,71,45,2024-01-13,19:00:00
308,28.6,51.0,30.0,0.06,2.29,0.0,3,28.0,76,35,2024-01-13,20:00:00
309,28.9,51.0,28.0,0.2,1.0,0.14,2,27.0,78,16,2024-01-13,21:00:00
310,22.5,40.0,22.86,0.05,1.0,0.0,2,27.0,81,14,2024-01-13,22:00:00
311,18.9,32.0,25.0,0.05,1.0,0.0,2,27.0,81,13,2024-01-13,23:00:00
312,15.5,27.0,27.0,0.1,1.0,0.0,3,27.0,81,30,2024-01-14,00:00:00
313,19.9,34.0,23.0,0.22,2.0,0.0,2,26.0,84,344,2024-01-14,01:00:00
314,18.6,31.0,26.0,0.21,1.0,0.0,2,26.0,85,27,2024-01-14,02:00:00
315,21.6,37.0,29.0,0.23,1.0,0.0,3,26.0,85,29,2024-01-14,03:00:00
316,23.5,41.0,28.0,0.22,1.0,0.0,2,26.0,86,13,2024-01-14,04:00:00
317,22.7,38.0,25.0,0.24,2.0,0.0,1,25.0,87,344,2024-01-14,05:00:00
318,24.2,42.0,14.0,0.33,4.0,0.0,1,24.0,92,251,2024-01-14,06:00:00
319,24.9,44.0,11.0,0.36,4.0,0.0,1,25.0,92,245,2024-01-14,07:00:00
320,25.5,45.0,28.0,0.3,2.0,0.0,2,29.0,79,35,2024-01-14,08:00:00
321,30.1,55.0,37.0,0.23,1.0,0.0,4,32.0,66,62,2024-01-14,09:00:00
322,26.2,47.0,38.0,0.22,1.0,0.0,4,33.0,62,67,2024-01-14,10:00:00
323,20.3,38.0,41.0,0.22,1.0,0.0,5,34.0,59,64,2024-01-14,11:00:00
324,19.5,37.0,43.0,0.21,1.0,0.0,5,35.0,55,65,2024-01-14,12:00:00
325,18.6,36.0,46.0,0.22,1.0,0.0,6,34.0,53,71,2024-01-14,13:00:00
326,17.8,32.0,47.0,0.2,1.0,1.0,5,35.0,51,65,2024-01-14,14:00:00
327,17.4,32.0,49.0,0.22,1.0,0.0,5,35.0,51,61,2024-01-14,15:00:00
328,17.2,31.0,49.0,0.23,1.0,1.0,5,33.0,54,66,2024-01-14,16:00:00
329,15.5,27.0,47.0,0.24,1.0,1.0,5,32.0,60,51,2024-01-14,17:00:00
330,18.8,31.0,43.0,0.26,2.0,0.0,3,30.0,67,63,2024-01-14,18:00:00
331,29.6,50.0,39.0,0.24,2.29,0.0,3,29.0,73,43,2024-01-14,19:00:00
332,37.9,66.0,36.0,0.2,2.0,0.14,3,28.0,77,32,2024-01-14,20:00:00
333,38.0,66.0,22.86,0.23,1.0,0.0,3,28.0,78,23,2024-01-14,21:00:00
334,29.1,51.0,35.0,0.22,1.0,0.0,3,27.0,80,19,2024-01-14,22:00:00
335,22.9,40.0,33.0,0.22,1.0,0.0,3,27.0,81,28,2024-01-14,23:00:00
336,20.9,37.0,33.0,0.2,1.0,0.0,3,27.0,81,25,2024-01-15,00:00:00
337,22.7,39.0,33.0,0.21,1.0,0.0,3,27.0,82,25,2024-01-15,01:00:00
338,24.1,40.0,34.0,0.21,1.0,0.0,2,27.0,84,3,2024-01-15,02:00:00
339,27.4,48.0,31.0,0.21,2.0,0.0,3,26.0,86,356,2024-01-15,03:00:00
340,26.8,47.0,33.0,0.21,1.0,0.0,3,26.0,86,11,2024-01-15,04:00:00
341,25.7,43.0,31.0,0.23,2.0,0.0,2,26.0,87,348,2024-01-15,05:00:00
342,29.3,51.0,25.0,0.24,6.0,0.0,2,26.0,89,342,2024-01-15,06:00:00
343,30.7,54.0,20.0,0.31,7.0,0.0,1,26.0,87,353,2024-01-15,07:00:00
344,27.8,50.0,27.0,0.28,3.0,0.0,3,30.0,76,34,2024-01-15,08:00:00
345,29.8,55.0,32.0,0.21,1.0,0.0,4,32.0,66,49,2024-01-15,09:00:00
346,22.7,43.0,32.0,0.2,1.0,0.0,4,33.0,62,59,2024-01-15,10:00:00
347,18.4,34.0,33.0,0.2,1.0,0.0,4,34.0,61,65,2024-01-15,11:00:00
348,14.8,30.0,32.0,0.19,1.0,0.0,5,34.0,58,77,2024-01-15,12:00:00
349,12.4,26.0,34.0,0.2,1.0,0.0,5,34.0,60,83,2024-01-15,13:00:00
350,19.3,37.0,36.0,0.21,1.0,0.0,5,34.0,58,63,2024-01-15,14:00:00
351,15.2,31.0,36.0,0.2,1.0,0.0,6,34.0,57,53,2024-01-15,15:00:00
352,14.5,27.0,36.0,0.21,2.0,1.0,4,33.0,61,60,2024-01-15,16:00:00
353,12.7,24.0,35.0,0.23,2.0,1.0,4,32.0,66,49,2024-01-15,17:00:00
354,12.2,22.0,35.0,0.25,2.29,0.0,4,30.0,70,47,2024-01-15,18:00:00
355,17.0,27.0,36.0,0.2,2.0,0.14,2,29.0,74,43,2024-01-15,19:00:00
356,34.6,41.0,22.86,0.26,1.0,0.0,3,29.0,76,44,2024-01-15,20:00:00
357,23.0,39.0,32.0,0.26,2.0,0.0,3,28.0,79,48,2024-01-15,21:00:00
358,18.2,32.0,36.0,0.24,1.0,0.0,4,27.0,82,25,2024-01-15,22:00:00
359,16.3,27.0,35.0,0.24,1.0,0.0,3,27.0,83,9,2024-01-15,23:00:00
360,13.7,23.0,31.0,0.25,2.0,0.0,3,26.0,85,351,2024-01-16,00:00:00
361,12.9,21.0,28.0,0.34,2.0,0.0,2,26.0,89,342,2024-01-16,01:00:00
362,11.7,19.0,22.0,0.55,4.0,0.0,2,25.0,91,336,2024-01-16,02:00:00
363,10.9,18.0,19.0,0.39,3.0,0.0,2,25.0,93,333,2024-01-16,03:00:00
364,11.9,20.0,17.0,0.42,4.0,0.0,2,25.0,93,351,2024-01-16,04:00:00
365,14.7,27.0,15.0,0.32,5.0,0.0,2,25.0,94,346,2024-01-16,05:00:00
366,15.0,27.0,15.0,0.31,6.0,0.0,2,25.0,93,349,2024-01-16,06:00:00
367,17.6,33.0,10.0,0.46,9.0,0.0,2,26.0,92,341,2024-01-16,07:00:00
368,20.8,36.0,28.0,0.36,5.0,0.0,2,29.0,81,28,2024-01-16,08:00:00
369,23.6,43.0,43.0,0.33,1.0,0.0,5,32.0,70,53,2024-01-16,09:00:00
370,17.5,35.0,41.0,0.3,1.0,0.0,6,33.0,65,56,2024-01-16,10:00:00
371,13.6,29.0,35.0,0.26,1.0,0.0,6,34.0,63,61,2024-01-16,11:00:00
372,10.0,25.0,31.0,0.24,1.0,0.0,7,32.0,66,56,2024-01-16,12:00:00
373,8.4,22.0,27.0,0.22,1.0,0.0,6,33.0,65,62,2024-01-16,13:00:00
374,7.1,20.0,25.0,0.22,1.0,0.0,6,34.0,63,57,2024-01-16,14:00:00
375,6.8,19.0,23.0,0.21,1.0,0.0,6,33.0,66,62,2024-01-16,15:00:00
376,8.1,18.0,22.0,0.18,2.0,0.0,4,31.0,74,68,2024-01-16,16:00:00
377,12.7,28.0,23.0,0.17,2.29,0.0,5,30.0,76,51,2024-01-16,17:00:00
378,15.8,33.0,24.0,0.2,2.0,0.14,5,30.0,77,56,2024-01-16,18:00:00
379,20.1,34.0,22.86,0.19,2.0,0.0,4,29.0,78,64,2024-01-16,19:00:00
380,19.7,35.0,28.0,0.18,1.0,0.0,3,29.0,79,44,2024-01-16,20:00:00
381,19.9,35.0,29.0,0.18,1.0,0.0,3,29.0,80,42,2024-01-16,21:00:00
382,15.7,29.0,30.0,0.18,1.0,0.0,4,29.0,81,46,2024-01-16,22:00:00
383,14.2,25.0,33.0,0.19,1.0,1.0,3,29.0,81,41,2024-01-16,23:00:00
384,13.0,22.0,41.0,0.2,1.0,0.0,4,29.0,81,43,2024-01-17,00:00:00
385,19.3,31.0,40.0,0.23,1.0,0.0,2,29.0,82,43,2024-01-17,01:00:00
386,20.1,34.0,39.0,0.24,1.0,0.0,3,28.0,82,37,2024-01-17,02:00:00
387,24.4,42.0,42.0,0.23,1.0,0.0,4,28.0,82,46,2024-01-17,03:00:00
388,24.4,43.0,45.0,0.25,1.0,0.0,4,28.0,81,54,2024-01-17,04:00:00
389,24.2,44.0,36.0,0.21,1.0,0.0,4,28.0,81,52,2024-01-17,05:00:00
390,25.1,46.0,28.0,0.19,1.0,0.0,3,28.0,80,47,2024-01-17,06:00:00
391,21.7,43.0,25.0,0.18,2.0,0.0,4,29.0,79,51,2024-01-17,07:00:00
392,31.5,63.0,24.0,0.18,1.0,0.0,5,30.0,73,55,2024-01-17,08:00:00
393,22.6,48.0,25.0,0.19,1.0,0.0,6,32.0,68,56,2024-01-17,09:00:00
394,16.8,39.0,26.0,0.18,1.0,0.0,6,32.0,65,66,2024-01-17,10:00:00
395,13.0,32.0,28.0,0.19,1.0,0.0,7,33.0,60,64,2024-01-17,11:00:00
396,12.1,27.0,30.0,0.19,1.0,0.0,6,34.0,60,62,2024-01-17,12:00:00
397,12.4,26.0,30.0,0.19,1.0,0.0,5,34.0,60,74,2024-01-17,13:00:00
398,16.7,34.0,32.0,0.2,1.0,0.0,5,33.0,61,79,2024-01-17,14:00:00
399,14.8,29.0,32.0,0.22,1.0,0.0,5,33.0,61,65,2024-01-17,15:00:00
400,16.3,32.0,31.0,0.22,2.29,0.0,4,33.0,62,71,2024-01-17,16:00:00
401,16.2,39.0,32.0,0.2,2.0,0.14,4,32.0,66,70,2024-01-17,17:00:00
402,25.3,55.0,22.86,0.28,3.0,0.0,3,30.0,71,74,2024-01-17,18:00:00
403,34.0,59.0,35.0,0.27,2.0,0.0,3,29.0,75,68,2024-01-17,19:00:00
404,52.1,93.0,33.0,0.24,2.0,0.0,3,29.0,78,55,2024-01-17,20:00:00
405,44.7,79.0,30.0,0.23,2.0,0.0,3,28.0,81,51,2024-01-17,21:00:00
406,32.4,57.0,28.0,0.22,1.0,0.0,2,28.0,82,20,2024-01-17,22:00:00
407,24.4,43.0,28.0,0.22,2.0,0.0,3,28.0,84,18,2024-01-17,23:00:00
408,27.3,48.0,27.0,0.18,1.0,0.0,2,28.0,83,38,2024-01-18,00:00:00
409,23.5,41.0,25.0,0.09,1.0,0.0,2,28.0,84,29,2024-01-18,01:00:00
410,27.3,47.0,24.0,0.1,1.0,0.0,2,27.0,85,1,2024-01-18,02:00:00
411,31.1,55.0,23.0,0.12,1.0,0.0,2,27.0,86,13,2024-01-18,03:00:00
412,28.9,50.0,19.0,0.11,3.0,0.0,1,26.0,88,342,2024-01-18,04:00:00
413,25.6,46.0,19.0,0.1,2.0,0.0,2,26.0,90,1,2024-01-18,05:00:00
414,29.1,52.0,14.0,0.2,4.0,0.0,1,26.0,90,339,2024-01-18,06:00:00
415,28.3,52.0,9.0,0.28,8.0,0.0,1,26.0,90,355,2024-01-18,07:00:00
416,27.8,51.0,21.0,0.15,3.0,0.0,3,29.0,79,46,2024-01-18,08:00:00
417,29.8,56.0,27.0,0.18,2.0,0.0,4,32.0,71,59,2024-01-18,09:00:00
418,22.0,44.0,28.0,0.18,1.0,0.0,5,33.0,66,54,2024-01-18,10:00:00
419,16.9,36.0,29.0,0.17,1.0,0.0,6,32.0,66,74,2024-01-18,11:00:00
420,13.8,30.0,30.0,0.15,1.0,0.0,6,34.0,61,65,2024-01-18,12:00:00
421,12.1,26.0,28.0,0.16,1.0,0.0,5,33.0,63,57,2024-01-18,13:00:00
422,11.2,24.0,26.0,0.17,1.0,0.0,4,34.0,64,49,2024-01-18,14:00:00
423,12.0,24.0,26.0,0.16,2.29,0.0,4,33.0,63,54,2024-01-18,15:00:00
424,9.9,22.0,26.0,0.2,2.0,0.14,5,33.0,64,48,2024-01-18,16:00:00
425,10.6,20.0,22.86,0.18,2.0,0.0,5,31.0,67,49,2024-01-18,17:00:00
426,11.7,24.0,24.0,0.19,2.0,0.0,4,30.0,72,45,2024-01-18,18:00:00
427,27.8,52.0,22.0,0.19,2.0,0.0,3,30.0,76,45,2024-01-18,19:00:00
428,27.9,50.0,22.0,0.18,2.0,0.0,2,29.0,78,46,2024-01-18,20:00:00
429,26.6,46.0,21.0,0.18,2.0,0.0,1,29.0,80,47,2024-01-18,21:00:00
430,21.2,37.0,23.0,0.17,2.0,0.0,2,28.0,82,32,2024-01-18,22:00:00
431,17.1,30.0,19.0,0.17,2.0,0.0,2,28.0,85,0,2024-01-18,23:00:00
432,14.5,26.0,19.0,0.16,2.0,0.0,2,27.0,86,23,2024-01-19,00:00:00
433,15.3,26.0,20.0,0.17,1.0,0.0,2,27.0,86,22,2024-01-19,01:00:00
434,23.3,40.0,21.0,0.17,1.0,0.0,2,27.0,86,358,2024-01-19,02:00:00
435,18.7,34.0,22.0,0.17,1.0,0.0,3,27.0,87,40,2024-01-19,03:00:00
436,23.2,41.0,23.0,0.19,1.0,0.0,2,27.0,87,37,2024-01-19,04:00:00
437,24.1,42.0,19.0,0.21,3.0,0.0,2,27.0,88,344,2024-01-19,05:00:00
438,25.2,48.0,5.0,0.47,6.0,0.0,2,26.0,94,336,2024-01-19,06:00:00
439,27.5,53.0,4.0,0.33,8.0,0.0,2,26.0,93,345,2024-01-19,07:00:00
440,25.4,48.0,12.0,0.31,7.0,0.0,3,28.0,86,354,2024-01-19,08:00:00
441,29.4,56.0,30.0,0.23,2.0,0.0,5,31.0,74,38,2024-01-19,09:00:00
442,23.5,45.0,35.0,0.23,1.0,0.0,5,32.0,69,51,2024-01-19,10:00:00
443,19.7,36.0,34.0,0.25,2.0,0.0,4,33.0,68,41,2024-01-19,11:00:00
444,19.7,38.0,35.0,0.22,1.0,0.0,5,34.0,61,63,2024-01-19,12:00:00
445,15.4,32.0,39.0,0.21,1.0,0.0,6,34.0,59,69,2024-01-19,13:00:00
446,16.6,31.0,40.0,0.22,2.29,0.0,5,35.0,57,67,2024-01-19,14:00:00
447,17.0,32.0,41.0,0.2,2.0,0.14,5,35.0,56,67,2024-01-19,15:00:00
448,20.9,30.0,22.86,0.23,2.0,0.0,4,34.0,59,57,2024-01-19,16:00:00
449,14.3,26.0,36.0,0.2,2.0,0.0,4,32.0,63,55,2024-01-19,17:00:00
450,18.1,31.0,32.0,0.21,3.0,0.0,3,31.0,70,45,2024-01-19,18:00:00
451,28.6,51.0,28.0,0.19,2.0,0.0,3,30.0,76,43,2024-01-19,19:00:00
452,28.3,51.0,26.0,0.17,2.0,0.0,3,29.0,80,29,2024-01-19,20:00:00
453,28.4,50.0,28.0,0.17,2.0,0.0,2,28.0,83,19,2024-01-19,21:00:00
454,22.0,40.0,27.0,0.17,2.0,0.0,3,28.0,83,17,2024-01-19,22:00:00
455,18.7,32.0,28.0,0.17,1.0,0.0,2,28.0,84,13,2024-01-19,23:00:00
456,16.4,27.0,27.0,0.16,1.0,0.0,2,27.0,84,9,2024-01-20,00:00:00
457,14.5,23.0,24.0,0.15,3.0,0.0,2,27.0,87,351,2024-01-20,01:00:00
458,13.5,21.0,20.0,0.18,3.0,0.0,1,26.0,89,321,2024-01-20,02:00:00
459,14.4,24.0,12.0,0.49,5.0,0.0,0,26.0,92,331,2024-01-20,03:00:00
460,18.5,33.0,5.0,0.42,8.0,0.0,1,25.0,94,295,2024-01-20,04:00:00
461,18.1,31.0,6.0,0.42,7.0,0.0,0,25.0,95,264,2024-01-20,05:00:00
462,20.9,39.0,2.0,0.36,8.0,0.0,1,25.0,96,271,2024-01-20,06:00:00
463,19.4,35.0,2.0,0.32,6.0,0.0,0,25.0,95,339,2024-01-20,07:00:00
464,30.3,54.0,10.0,0.34,5.0,0.0,1,28.0,86,329,2024-01-20,08:00:00
465,35.1,59.0,26.0,0.24,3.0,0.0,1,33.0,66,39,2024-01-20,09:00:00
466,25.8,46.0,29.0,0.19,2.0,0.0,3,34.0,60,58,2024-01-20,10:00:00
467,20.7,37.0,36.0,0.19,1.0,0.0,4,35.0,54,63,2024-01-20,11:00:00
468,18.7,31.0,40.0,0.2,1.0,0.0,3,36.0,53,68,2024-01-20,12:00:00
469,21.3,35.0,39.0,0.2,2.29,0.0,2,36.0,52,55,2024-01-20,13:00:00
470,19.0,32.0,43.0,0.2,2.0,0.14,3,36.0,51,51,2024-01-20,14:00:00
471,17.9,29.0,22.86,0.26,2.0,0.0,3,35.0,52,62,2024-01-20,15:00:00
472,17.0,27.0,46.0,0.24,2.0,0.0,3,35.0,53,67,2024-01-20,16:00:00
473,18.5,30.0,44.0,0.26,3.0,1.0,3,33.0,58,70,2024-01-20,17:00:00
474,18.6,30.0,40.0,0.27,3.0,0.0,3,32.0,64,70,2024-01-20,18:00:00
475,22.6,37.0,33.0,0.29,4.0,0.0,2,30.0,71,45,2024-01-20,19:00:00
476,27.2,46.0,30.0,0.27,4.0,0.0,2,29.0,76,4,2024-01-20,20:00:00
477,32.6,56.0,26.0,0.25,3.0,0.0,2,28.0,80,58,2024-01-20,21:00:00
478,26.4,45.0,24.0,0.24,4.0,0.0,1,28.0,83,20,2024-01-20,22:00:00
479,20.5,36.0,21.0,0.22,4.0,0.0,2,27.0,86,18,2024-01-20,23:00:00
480,17.8,30.0,23.0,0.23,2.0,0.0,2,27.0,87,50,2024-01-21,00:00:00
481,19.6,32.0,21.0,0.3,2.0,0.0,1,27.0,88,61,2024-01-21,01:00:00
482,19.0,33.0,11.0,0.33,4.0,0.0,1,26.0,91,305,2024-01-21,02:00:00
483,24.1,43.0,7.0,0.42,4.0,0.0,1,25.0,94,310,2024-01-21,03:00:00
484,19.3,35.0,5.0,0.5,5.0,0.0,1,25.0,95,281,2024-01-21,04:00:00
485,24.9,45.0,2.0,0.56,5.0,0.0,1,25.0,96,296,2024-01-21,05:00:00
486,21.8,39.0,1.0,0.56,5.0,0.0,0,24.0,97,270,2024-01-21,06:00:00
487,24.9,46.0,1.0,0.52,5.0,0.0,1,25.0,96,301,2024-01-21,07:00:00
488,30.0,54.0,6.0,0.55,5.0,0.0,1,27.0,91,262,2024-01-21,08:00:00
489,33.9,59.0,17.0,0.5,5.0,0.0,1,30.0,80,8,2024-01-21,09:00:00
490,24.5,46.0,29.0,0.22,1.0,0.0,4,34.0,62,53,2024-01-21,10:00:00
491,21.0,37.0,31.0,0.21,1.0,0.0,3,34.0,60,74,2024-01-21,11:00:00
492,17.8,30.0,33.0,0.22,2.29,0.0,3,34.0,60,62,2024-01-21,12:00:00
493,16.3,26.0,36.0,0.2,1.0,0.14,2,36.0,53,23,2024-01-21,13:00:00
494,15.1,25.0,22.86,0.25,2.0,0.0,3,35.0,55,68,2024-01-21,14:00:00
495,12.4,23.0,35.0,0.23,1.0,0.0,4,33.0,60,78,2024-01-21,15:00:00
496,13.6,25.0,35.0,0.23,2.0,0.0,3,33.0,64,70,2024-01-21,16:00:00
497,17.7,29.0,19.0,0.26,7.0,0.0,1,28.0,85,330,2024-01-21,17:00:00
498,20.5,37.0,10.0,0.32,10.0,0.0,1,28.0,88,283,2024-01-21,18:00:00
499,21.9,38.0,20.0,0.28,5.0,0.0,2,28.0,86,31,2024-01-21,19:00:00
500,23.5,40.0,20.0,0.28,5.0,0.0,1,28.0,84,2,2024-01-21,20:00:00
501,22.1,39.0,23.0,0.26,3.0,0.0,2,27.0,86,32,2024-01-21,21:00:00
502,18.7,32.0,24.0,0.24,2.0,0.0,2,27.0,86,46,2024-01-21,22:00:00
503,15.6,28.0,24.0,0.23,1.0,0.0,3,27.0,86,50,2024-01-21,23:00:00
504,15.6,24.0,24.0,0.22,2.0,0.0,1,27.0,86,20,2024-01-22,00:00:00
505,14.1,23.0,22.0,0.22,2.0,0.0,1,27.0,87,12,2024-01-22,01:00:00
506,14.5,25.0,21.0,0.21,3.0,0.0,2,26.0,88,10,2024-01-22,02:00:00
507,21.1,35.0,17.0,0.24,5.0,0.0,0,26.0,89,252,2024-01-22,03:00:00
508,22.8,41.0,6.0,0.31,8.0,0.0,1,25.0,94,295,2024-01-22,04:00:00
509,20.7,37.0,4.0,0.47,7.0,0.0,1,25.0,96,272,2024-01-22,05:00:00
510,21.0,38.0,2.0,0.42,7.0,0.0,0,25.0,96,303,2024-01-22,06:00:00
511,25.2,47.0,2.0,0.46,10.0,0.0,1,25.0,95,356,2024-01-22,07:00:00
512,27.3,49.0,5.0,0.5,11.0,0.0,1,29.0,85,179,2024-01-22,08:00:00
513,32.1,57.0,30.0,0.33,3.0,0.0,3,32.0,71,72,2024-01-22,09:00:00
514,34.7,48.0,38.0,0.2,3.0,0.14,3,33.0,60,77,2024-01-22,10:00:00
515,22.3,41.0,24.0,0.3,2.29,0.0,3,35.0,56,59,2024-01-22,11:00:00
516,23.0,42.0,27.0,0.2,1.0,0.14,3,36.0,52,52,2024-01-22,12:00:00
517,33.0,41.0,22.86,0.29,2.0,0.0,3,37.0,51,64,2024-01-22,13:00:00
518,16.5,34.0,25.0,0.29,2.0,0.0,5,34.0,58,58,2024-01-22,14:00:00
519,19.3,42.0,19.0,0.25,2.0,0.0,5,33.0,63,64,2024-01-22,15:00:00
520,15.0,34.0,16.0,0.2,2.0,0.0,5,30.0,71,61,2024-01-22,16:00:00
521,13.6,29.0,13.0,0.14,4.0,0.0,3,30.0,73,72,2024-01-22,17:00:00
522,12.3,24.0,16.0,0.16,3.0,0.0,3,29.0,75,59,2024-01-22,18:00:00
523,9.6,22.0,13.0,0.13,2.0,0.0,4,28.0,79,66,2024-01-22,19:00:00
524,10.5,20.0,12.0,0.11,2.0,0.0,2,28.0,81,29,2024-01-22,20:00:00
525,9.6,18.0,13.0,0.11,2.0,0.0,2,27.0,82,40,2024-01-22,21:00:00
526,8.2,17.0,13.0,0.11,2.0,0.0,3,27.0,85,51,2024-01-22,22:00:00
527,7.9,17.0,13.0,0.1,2.0,0.0,3,27.0,87,41,2024-01-22,23:00:00
528,8.4,16.0,12.0,0.13,2.0,0.0,2,26.0,90,29,2024-01-23,00:00:00
529,7.5,16.0,11.0,0.23,1.0,0.0,2,26.0,90,66,2024-01-23,01:00:00
530,8.8,18.0,8.0,0.23,2.0,0.0,1,26.0,93,35,2024-01-23,02:00:00
531,8.9,18.0,9.0,0.19,2.0,0.0,1,25.0,94,3,2024-01-23,03:00:00
532,8.7,16.0,7.0,0.18,4.0,0.0,1,25.0,96,349,2024-01-23,04:00:00
533,8.3,15.0,5.0,0.22,4.0,0.0,1,25.0,96,266,2024-01-23,05:00:00
534,7.9,15.0,3.0,0.34,4.0,0.0,1,25.0,97,315,2024-01-23,06:00:00
535,7.3,15.0,1.0,0.36,8.0,0.0,1,25.0,96,328,2024-01-23,07:00:00
536,7.1,15.0,4.0,0.28,6.0,0.0,2,26.0,91,15,2024-01-23,08:00:00
537,6.1,16.0,12.0,0.21,2.0,0.0,4,28.0,83,47,2024-01-23,09:00:00
538,6.3,16.0,13.0,0.23,2.29,0.0,3,30.0,77,37,2024-01-23,10:00:00
539,5.2,15.0,16.0,0.2,1.0,0.14,5,31.0,72,38,2024-01-23,11:00:00
540,16.8,27.0,22.86,0.23,1.0,0.0,5,30.0,72,26,2024-01-23,12:00:00
541,6.1,16.0,17.0,0.23,1.0,0.0,4,30.0,74,40,2024-01-23,13:00:00
542,6.4,15.0,19.0,0.23,2.0,0.0,4,31.0,72,46,2024-01-23,14:00:00
543,6.4,15.0,21.0,0.23,2.0,0.0,4,30.0,74,52,2024-01-23,15:00:00
544,7.6,15.0,21.0,0.24,2.0,0.0,3,31.0,71,40,2024-01-23,16:00:00
545,9.2,18.0,23.0,0.25,3.0,0.0,2,30.0,72,43,2024-01-23,17:00:00
546,8.2,15.0,20.0,0.26,3.0,0.0,3,29.0,76,35,2024-01-23,18:00:00
547,8.4,17.0,19.0,0.25,2.0,0.0,2,29.0,80,43,2024-01-23,19:00:00
548,9.2,18.0,19.0,0.23,2.0,0.0,3,28.0,82,43,2024-01-23,20:00:00
549,7.9,16.0,20.0,0.21,1.0,0.0,3,28.0,81,30,2024-01-23,21:00:00
550,8.2,18.0,19.0,0.21,1.0,0.0,3,28.0,82,32,2024-01-23,22:00:00
551,7.4,16.0,20.0,0.21,1.0,1.0,3,28.0,82,42,2024-01-23,23:00:00
552,9.0,18.0,19.0,0.21,1.0,0.0,2,28.0,84,30,2024-01-24,00:00:00
553,7.8,16.0,23.0,0.22,1.0,0.0,3,28.0,82,49,2024-01-24,01:00:00
554,7.5,14.0,26.0,0.22,1.0,0.0,4,27.0,81,43,2024-01-24,02:00:00
555,8.3,16.0,20.0,0.22,1.0,0.0,3,27.0,88,18,2024-01-24,03:00:00
556,8.7,16.0,16.0,0.23,2.0,0.0,2,27.0,88,17,2024-01-24,04:00:00
557,8.7,16.0,15.0,0.21,2.0,0.0,2,27.0,87,27,2024-01-24,05:00:00
558,9.7,18.0,12.0,0.22,3.0,0.0,2,27.0,89,6,2024-01-24,06:00:00
559,8.9,19.0,14.0,0.24,3.0,0.0,3,28.0,86,38,2024-01-24,07:00:00
560,12.1,26.0,17.0,0.22,2.0,0.0,4,29.0,81,50,2024-01-24,08:00:00
561,14.4,31.0,19.0,0.22,2.29,0.0,5,30.0,75,52,2024-01-24,09:00:00
562,12.8,28.0,20.0,0.2,1.0,0.14,4,32.0,68,68,2024-01-24,10:00:00
563,17.8,34.0,22.86,0.24,1.0,0.0,5,33.0,64,64,2024-01-24,11:00:00
564,7.9,21.0,22.0,0.23,1.0,0.0,6,33.0,64,66,2024-01-24,12:00:00
565,6.6,21.0,23.0,0.22,1.0,0.0,7,34.0,58,62,2024-01-24,13:00:00
566,6.1,20.0,22.0,0.21,1.0,0.0,6,35.0,55,62,2024-01-24,14:00:00
567,6.6,21.0,21.0,0.21,1.0,0.0,6,34.0,55,61,2024-01-24,15:00:00
568,6.3,19.0,22.0,0.23,2.0,0.0,6,33.0,61,59,2024-01-24,16:00:00
569,6.0,18.0,19.0,0.21,2.0,0.0,6,31.0,68,61,2024-01-24,17:00:00
570,7.9,23.0,19.0,0.24,2.0,0.0,6,29.0,77,59,2024-01-24,18:00:00
571,30.8,62.0,19.0,0.2,1.0,0.0,5,28.0,81,50,2024-01-24,19:00:00
572,26.4,53.0,20.0,0.19,1.0,0.0,4,28.0,82,51,2024-01-24,20:00:00
573,20.9,42.0,21.0,0.18,1.0,0.0,4,28.0,81,53,2024-01-24,21:00:00
