,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
0,2023-12-01 00:00:00,26.1,,8.0,,,,0,27,72,147
1,2023-12-01 01:00:00,24.2,,16.0,,,,0,26,74,45
2,2023-12-01 02:00:00,21.6,,13.0,,,,1,27,70,75
3,2023-12-01 03:00:00,22.3,,17.0,,,,1,26,71,58
4,2023-12-01 04:00:00,24.1,,16.0,,,,1,26,74,52
5,2023-12-01 05:00:00,25.7,,15.0,,,,1,26,74,72
6,2023-12-01 06:00:00,25.9,,10.0,,,,1,26,75,74
7,2023-12-01 07:00:00,24.7,,12.0,,,,2,26,75,74
8,2023-12-01 08:00:00,22.9,,18.0,,,,2,28,68,73
9,2023-12-01 09:00:00,18.4,,27.0,,,,2,30,61,62
10,2023-12-01 10:00:00,15.2,,40.0,,,,2,32,52,40
11,2023-12-01 11:00:00,12.4,,44.0,,,,2,33,50,30
12,2023-12-01 12:00:00,9.1,,44.0,,,,1,33,48,38
13,2023-12-01 13:00:00,5.9,,50.0,,,,1,34,46,47
14,2023-12-01 14:00:00,3.6,,,,,,1,34,46,26
15,2023-12-01 15:00:00,5.0,,47.0,,,,1,33,50,30
16,2023-12-01 16:00:00,7.8,,44.0,,,,1,33,52,19
17,2023-12-01 17:00:00,10.1,,34.0,,,,1,31,58,13
18,2023-12-01 18:00:00,11.4,,22.0,,,,1,30,62,26
19,2023-12-01 19:00:00,13.8,,13.0,,,,0,29,65,10
20,2023-12-01 20:00:00,18.4,,3.0,,,,1,29,70,151
21,2023-12-01 21:00:00,26.0,,2.0,,,,0,28,75,199
22,2023-12-01 22:00:00,28.9,,5.0,,,,0,28,81,216
23,2023-12-01 23:00:00,30.7,,2.0,,,,0,27,85,63
24,2023-12-02 00:00:00,33.1,,4.0,,,,1,27,83,66
25,2023-12-02 01:00:00,31.4,,15.0,,,,1,27,85,91
26,2023-12-02 02:00:00,22.3,,16.0,,,,1,26,88,74
27,2023-12-02 03:00:00,14.4,,14.0,,,,1,26,87,87
28,2023-12-02 04:00:00,10.9,,12.0,,,,1,26,91,79
29,2023-12-02 05:00:00,7.5,,7.0,,,,1,25,95,64
30,2023-12-02 06:00:00,7.7,,4.0,,,,2,25,96,77
31,2023-12-02 07:00:00,9.3,,9.0,,,,2,26,90,73
32,2023-12-02 08:00:00,9.9,,17.0,,,,2,28,77,71
33,2023-12-02 09:00:00,9.1,,24.0,,,,2,29,67,66
34,2023-12-02 10:00:00,6.1,,32.0,,,,2,32,58,60
35,2023-12-02 11:00:00,6.8,,38.0,,,,2,33,52,69
36,2023-12-02 12:00:00,5.3,,37.0,,,,2,34,47,76
37,2023-12-02 13:00:00,6.9,,36.0,,,,2,34,45,77
38,2023-12-02 14:00:00,5.2,,35.0,,,,2,35,44,73
39,2023-12-02 15:00:00,4.6,,,,,,1,35,44,78
40,2023-12-02 16:00:00,6.7,,34.0,,,,1,34,46,78
41,2023-12-02 17:00:00,8.3,,26.0,,,,1,32,53,73
42,2023-12-02 18:00:00,7.9,,20.0,,,,1,31,59,63
43,2023-12-02 19:00:00,11.0,,14.0,,,,1,30,62,52
44,2023-12-02 20:00:00,13.4,,11.0,,,,0,29,65,43
45,2023-12-02 21:00:00,15.3,,12.0,,,,0,29,68,49
46,2023-12-02 22:00:00,17.3,,4.0,,,,0,28,76,22
47,2023-12-02 23:00:00,18.3,,2.0,,,,0,28,81,14
48,2023-12-03 00:00:00,20.1,,2.0,,,,0,28,82,0
49,2023-12-03 01:00:00,21.6,,8.0,,,,1,28,81,48
50,2023-12-03 02:00:00,19.2,,14.0,,,,1,28,80,59
51,2023-12-03 03:00:00,17.0,,22.0,,,,1,27,75,67
52,2023-12-03 04:00:00,14.3,,21.0,,,,2,27,75,75
53,2023-12-03 05:00:00,12.8,,19.0,,,,1,26,79,74
54,2023-12-03 06:00:00,11.9,,13.0,,,,1,26,83,72
55,2023-12-03 07:00:00,12.8,,16.0,,,,1,27,80,44
56,2023-12-03 08:00:00,11.9,,27.0,,,,2,28,69,55
57,2023-12-03 09:00:00,9.9,,35.0,,,,1,30,60,37
58,2023-12-03 10:00:00,6.4,,42.0,,,,2,32,54,45
59,2023-12-03 11:00:00,4.1,,50.0,,,,2,33,50,46
60,2023-12-03 12:00:00,3.6,,48.0,,,,2,34,47,67
61,2023-12-03 13:00:00,4.5,,45.0,,,,2,34,48,61
62,2023-12-03 14:00:00,4.5,,39.0,,,,2,34,47,70
63,2023-12-03 15:00:00,3.5,,38.0,,,,2,34,48,77
64,2023-12-03 16:00:00,3.5,,,,,,1,33,51,75
65,2023-12-03 17:00:00,5.3,,27.0,,,,1,30,65,46
66,2023-12-03 18:00:00,5.1,,21.0,,,,1,29,72,32
67,2023-12-03 19:00:00,10.3,,24.0,,,,1,28,73,101
68,2023-12-03 20:00:00,11.6,,15.0,,,,1,28,75,159
69,2023-12-03 21:00:00,12.9,,10.0,,,,0,28,77,21
70,2023-12-03 22:00:00,14.6,,4.0,,,,1,28,81,321
71,2023-12-03 23:00:00,16.8,,2.0,,,,1,28,85,16
72,2023-12-04 00:00:00,16.7,,6.0,,,,1,28,84,44
73,2023-12-04 01:00:00,15.8,,17.0,,,,1,27,89,26
74,2023-12-04 02:00:00,14.4,,16.0,,,,1,25,100,52
75,2023-12-04 03:00:00,14.9,,14.0,,,,1,25,100,68
76,2023-12-04 04:00:00,15.2,,14.0,,,,1,25,100,74
77,2023-12-04 05:00:00,14.5,,12.0,,,,1,25,100,75
78,2023-12-04 06:00:00,14.5,,8.0,,,,1,25,100,82
79,2023-12-04 07:00:00,14.5,,6.0,,,,1,26,100,93
80,2023-12-04 08:00:00,13.0,,11.0,,,,2,27,92,89
81,2023-12-04 09:00:00,12.5,,23.0,,,,2,28,78,79
82,2023-12-04 10:00:00,11.3,,30.0,,,,2,30,67,76
83,2023-12-04 11:00:00,10.0,,33.0,,,,2,32,60,72
84,2023-12-04 12:00:00,8.0,,34.0,,,,2,33,54,83
85,2023-12-04 13:00:00,5.3,,34.0,,,,1,33,54,66
86,2023-12-04 14:00:00,4.2,,,,,,2,35,48,62
87,2023-12-04 15:00:00,4.8,,33.0,,,,1,35,49,27
88,2023-12-04 16:00:00,8.4,,32.0,,,,1,33,56,31
89,2023-12-04 17:00:00,10.0,,24.0,,,,1,31,64,30
90,2023-12-04 18:00:00,11.1,,17.0,,,,1,30,67,35
91,2023-12-04 19:00:00,10.4,,17.0,,,,1,29,71,60
92,2023-12-04 20:00:00,10.4,,13.0,,,,1,29,74,67
93,2023-12-04 21:00:00,11.6,,5.0,,,,1,28,80,116
94,2023-12-04 22:00:00,13.5,,4.0,,,,0,27,87,107
95,2023-12-04 23:00:00,15.0,,5.0,,,,0,27,87,75
96,2023-12-05 00:00:00,17.5,,5.0,,,,0,27,88,63
97,2023-12-05 01:00:00,17.4,,6.0,,,,0,27,91,62
98,2023-12-05 02:00:00,17.6,,3.0,,,,0,26,95,94
99,2023-12-05 03:00:00,21.0,,2.0,,,,0,26,99,75
100,2023-12-05 04:00:00,21.3,,2.0,,,,0,26,100,153
101,2023-12-05 05:00:00,20.6,,2.0,,,,0,26,100,18
102,2023-12-05 06:00:00,22.1,,2.0,,,,0,26,100,9
103,2023-12-05 07:00:00,23.3,,4.0,,,,1,27,96,359
104,2023-12-05 08:00:00,25.3,,7.0,,,,1,28,89,64
105,2023-12-05 09:00:00,27.0,,30.0,,,,1,31,69,82
106,2023-12-05 10:00:00,22.6,,44.0,,,,1,33,54,66
107,2023-12-05 11:00:00,17.3,,44.0,,,,1,34,51,76
108,2023-12-05 12:00:00,12.4,,46.0,,,,1,35,45,66
109,2023-12-05 13:00:00,12.0,,45.0,,,,1,34,47,60
110,2023-12-05 14:00:00,13.0,,45.0,,,,1,34,47,53
111,2023-12-05 15:00:00,12.9,,,,,,1,35,46,36
112,2023-12-05 16:00:00,12.7,,46.0,,,,1,34,48,45
113,2023-12-05 17:00:00,12.9,,34.0,,,,1,32,54,103
114,2023-12-05 18:00:00,13.5,,24.0,,,,2,29,68,187
115,2023-12-05 19:00:00,13.6,,19.0,,,,1,28,71,194
116,2023-12-05 20:00:00,13.3,,28.0,,,,1,28,82,259
117,2023-12-05 21:00:00,13.3,,35.0,,,,1,28,85,197
118,2023-12-05 22:00:00,13.8,,28.0,,,,0,28,88,197
119,2023-12-05 23:00:00,13.2,,26.0,,,,0,27,96,78
120,2023-12-06 00:00:00,13.6,,3.0,,,,1,27,93,134
121,2023-12-06 01:00:00,17.8,,4.0,,,,0,27,94,44
122,2023-12-06 02:00:00,19.9,,6.0,,,,0,26,96,64
123,2023-12-06 03:00:00,19.2,,4.0,,,,0,26,96,153
124,2023-12-06 04:00:00,20.6,,2.0,,,,0,26,100,117
125,2023-12-06 05:00:00,22.9,,2.0,,,,1,26,98,80
126,2023-12-06 06:00:00,23.7,,2.0,,,,1,26,99,71
127,2023-12-06 07:00:00,26.0,,3.0,,,,1,27,97,79
128,2023-12-06 08:00:00,30.6,,16.0,,,,1,28,83,79
129,2023-12-06 09:00:00,29.1,,25.0,,,,1,31,67,349
130,2023-12-06 10:00:00,26.3,,40.0,,,,1,32,61,345
131,2023-12-06 11:00:00,21.5,,54.0,,,,1,35,49,49
132,2023-12-06 12:00:00,15.8,,60.0,,,,1,35,46,69
133,2023-12-06 13:00:00,15.3,,55.0,,,,1,37,41,58
134,2023-12-06 14:00:00,16.1,,54.0,,,,1,37,41,20
135,2023-12-06 15:00:00,15.3,,51.0,,,,1,35,47,1
136,2023-12-06 16:00:00,14.5,,,,,,0,33,52,141
137,2023-12-06 17:00:00,14.2,,6.0,,,,0,32,58,173
138,2023-12-06 18:00:00,17.1,,9.0,,,,1,31,65,184
139,2023-12-06 19:00:00,21.4,,42.0,,,,2,30,72,201
140,2023-12-06 20:00:00,25.5,,33.0,,,,2,29,77,191
141,2023-12-06 21:00:00,28.1,,38.0,,,,1,29,82,189
142,2023-12-06 22:00:00,28.6,,44.0,,,,1,28,84,186
143,2023-12-06 23:00:00,29.4,,36.0,,,,1,28,87,340
