,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
0,2023-12-01 00:00:00,40.8,76.0,18.0,0.45,,1.0,1,28,69,344
1,2023-12-01 01:00:00,37.7,66.0,22.0,0.42,,0.0,1,28,67,352
2,2023-12-01 02:00:00,33.8,60.0,25.0,0.45,,0.0,2,28,67,10
3,2023-12-01 03:00:00,27.9,56.0,28.0,0.51,,1.0,2,28,66,14
4,2023-12-01 04:00:00,25.8,53.0,28.0,0.51,,1.0,2,28,65,15
5,2023-12-01 05:00:00,25.8,51.0,23.0,0.51,,1.0,2,28,65,19
6,2023-12-01 06:00:00,23.0,48.0,15.0,0.55,,1.0,2,28,66,15
7,2023-12-01 07:00:00,24.7,46.0,13.0,0.58,,2.0,2,28,65,17
8,2023-12-01 08:00:00,26.9,41.0,20.0,0.4,,1.0,2,30,60,21
9,2023-12-01 09:00:00,32.9,45.0,25.0,0.35,,1.0,2,32,56,15
10,2023-12-01 10:00:00,28.9,41.0,29.0,,,,2,33,53,3
11,2023-12-01 11:00:00,28.5,40.0,31.0,0.38,,0.0,2,34,48,30
12,2023-12-01 12:00:00,22.3,32.0,,0.43,,0.0,2,34,49,11
13,2023-12-01 13:00:00,17.8,33.0,32.0,0.44,,0.0,1,34,51,23
14,2023-12-01 14:00:00,18.2,34.0,39.0,0.45,,0.0,1,31,65,91
15,2023-12-01 15:00:00,24.8,39.0,25.0,0.42,,0.0,0,26,97,257
16,2023-12-01 16:00:00,28.6,45.0,15.0,0.5,,2.0,0,29,84,328
17,2023-12-01 17:00:00,30.7,40.0,7.0,0.68,,1.0,0,29,85,332
18,2023-12-01 18:00:00,25.3,42.0,2.0,1.02,,1.0,0,28,90,357
19,2023-12-01 19:00:00,21.3,48.0,3.0,1.34,,1.0,0,27,91,348
20,2023-12-01 20:00:00,22.7,69.0,6.0,1.34,,1.0,0,27,92,353
21,2023-12-01 21:00:00,23.5,70.0,5.0,0.96,,1.0,0,27,91,337
22,2023-12-01 22:00:00,21.4,66.0,6.0,0.72,,1.0,0,26,91,333
23,2023-12-01 23:00:00,19.7,57.0,4.0,0.65,,0.0,0,26,89,355
24,2023-12-02 00:00:00,22.9,49.0,8.0,0.54,,1.0,1,27,84,12
25,2023-12-02 01:00:00,24.4,41.0,10.0,0.45,,1.0,1,27,82,11
26,2023-12-02 02:00:00,22.2,41.0,11.0,0.37,,2.0,2,27,81,9
27,2023-12-02 03:00:00,22.2,41.0,11.0,0.4,,1.0,2,26,82,8
28,2023-12-02 04:00:00,19.5,40.0,10.0,0.41,,1.0,2,26,82,10
29,2023-12-02 05:00:00,19.4,41.0,8.0,0.41,,1.0,2,26,81,9
30,2023-12-02 06:00:00,16.1,38.0,5.0,0.53,,2.0,2,26,80,20
31,2023-12-02 07:00:00,13.8,40.0,8.0,0.47,,2.0,2,27,75,20
32,2023-12-02 08:00:00,12.2,43.0,15.0,0.3,,1.0,2,29,65,23
33,2023-12-02 09:00:00,11.9,44.0,21.0,,,,2,31,60,30
34,2023-12-02 10:00:00,15.4,38.0,24.0,0.19,,0.0,2,33,53,32
35,2023-12-02 11:00:00,17.3,36.0,,0.28,,0.0,2,33,49,56
36,2023-12-02 12:00:00,14.2,30.0,24.0,0.3,,0.0,2,34,48,62
37,2023-12-02 13:00:00,12.9,28.0,25.0,0.3,,0.0,2,34,46,53
38,2023-12-02 14:00:00,11.6,29.0,27.0,0.29,,0.0,2,34,47,58
39,2023-12-02 15:00:00,10.4,29.0,27.0,0.23,,0.0,2,33,48,62
40,2023-12-02 16:00:00,12.3,27.0,22.0,0.27,,0.0,1,33,50,54
41,2023-12-02 17:00:00,16.5,29.0,13.0,0.45,,0.0,1,32,53,48
42,2023-12-02 18:00:00,15.5,33.0,5.0,0.59,,0.0,1,31,57,39
43,2023-12-02 19:00:00,14.1,41.0,3.0,0.8,,0.0,0,30,60,39
