DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
2024-02-09 15:00:00,19.3,39.0,41.0,0.28,1.0,1.0,4,33.0,52,47,2024-02-09,15:00:00
2024-02-09 16:00:00,21.4,34.0,42.0,0.29,2.17,1.0,4,33.0,54,70,2024-02-09,16:00:00
2024-02-09 17:00:00,16.7,30.0,38.0,0.2,3.0,0.15,4,32.0,57,68,2024-02-09,17:00:00
2024-02-09 18:00:00,24.1,37.0,23.52,0.3,2.0,0.0,4,30.0,62,72,2024-02-09,18:00:00
2024-02-09 19:00:00,20.8,27.0,26.0,0.28,2.0,0.0,3,29.0,68,65,2024-02-09,19:00:00
2024-02-09 20:00:00,26.5,32.0,24.0,0.27,2.0,0.0,3,28.0,72,77,2024-02-09,20:00:00
2024-02-09 21:00:00,25.6,36.0,22.0,0.25,2.0,1.0,3,28.0,75,48,2024-02-09,21:00:00
2024-02-09 22:00:00,21.9,41.0,21.0,0.23,1.0,1.0,2,27.0,75,34,2024-02-09,22:00:00
2024-02-09 23:00:00,24.9,35.0,23.0,0.22,1.0,1.0,3,27.0,77,44,2024-02-09,23:00:00
2024-02-10 00:00:00,22.2,39.0,21.0,0.2,1.0,0.0,3,27.0,78,46,2024-02-10,00:00:00
2024-02-10 01:00:00,17.0,34.0,20.0,0.21,1.0,0.0,3,26.0,79,19,2024-02-10,01:00:00
2024-02-10 02:00:00,18.6,44.0,20.0,0.19,1.0,0.0,4,26.0,80,21,2024-02-10,02:00:00
2024-02-10 03:00:00,26.9,37.0,20.0,0.2,1.0,0.0,4,26.0,79,22,2024-02-10,03:00:00
2024-02-10 04:00:00,19.6,32.0,20.0,0.19,1.0,0.0,2,26.0,78,46,2024-02-10,04:00:00
2024-02-10 05:00:00,14.7,28.0,17.0,0.22,3.0,0.0,1,26.0,81,341,2024-02-10,05:00:00
2024-02-10 06:00:00,11.8,26.0,11.0,0.25,6.0,0.0,1,24.0,87,306,2024-02-10,06:00:00
2024-02-10 07:00:00,11.4,24.0,11.0,0.27,6.0,0.0,1,26.0,81,305,2024-02-10,07:00:00
2024-02-10 08:00:00,16.9,23.0,17.0,0.23,2.0,0.0,3,29.0,69,44,2024-02-10,08:00:00
2024-02-10 09:00:00,21.8,44.0,20.0,0.14,2.0,0.0,5,31.0,62,52,2024-02-10,09:00:00
2024-02-10 10:00:00,16.7,42.0,23.0,0.14,2.0,0.0,5,32.0,58,66,2024-02-10,10:00:00
2024-02-10 11:00:00,19.5,36.0,26.0,0.14,1.0,0.0,5,32.0,56,66,2024-02-10,11:00:00
2024-02-10 12:00:00,14.2,36.0,28.0,0.15,2.0,0.0,7,33.0,50,71,2024-02-10,12:00:00
2024-02-10 13:00:00,12.0,36.0,27.0,0.14,2.0,0.0,6,33.0,50,75,2024-02-10,13:00:00
2024-02-10 14:00:00,9.1,40.0,28.0,0.15,2.0,0.0,7,33.0,47,66,2024-02-10,14:00:00
2024-02-10 15:00:00,14.0,34.0,28.0,0.15,2.17,1.0,6,33.0,48,62,2024-02-10,15:00:00
2024-02-10 16:00:00,12.5,31.0,31.0,0.2,2.0,0.15,6,32.0,50,63,2024-02-10,16:00:00
2024-02-10 17:00:00,9.8,28.0,23.52,0.14,2.0,0.0,6,31.0,55,61,2024-02-10,17:00:00
2024-02-10 18:00:00,7.3,26.0,29.0,0.14,2.0,0.0,5,29.0,61,73,2024-02-10,18:00:00
2024-02-10 19:00:00,9.8,24.0,26.0,0.15,2.0,0.0,4,28.0,68,57,2024-02-10,19:00:00
2024-02-10 20:00:00,17.7,30.0,25.0,0.16,2.0,1.0,3,28.0,72,46,2024-02-10,20:00:00
2024-02-10 21:00:00,16.9,38.0,24.0,0.15,2.0,1.0,3,28.0,74,45,2024-02-10,21:00:00
2024-02-10 22:00:00,18.7,43.0,26.0,0.15,2.0,1.0,3,27.0,78,45,2024-02-10,22:00:00
2024-02-10 23:00:00,14.7,46.0,24.0,0.14,1.0,1.0,3,27.0,77,45,2024-02-10,23:00:00
2024-02-11 00:00:00,17.1,54.0,26.0,0.16,1.0,0.0,3,27.0,76,50,2024-02-11,00:00:00
2024-02-11 01:00:00,18.1,50.0,30.0,0.22,2.0,0.0,3,27.0,75,47,2024-02-11,01:00:00
2024-02-11 02:00:00,19.8,62.0,31.0,0.23,1.0,0.0,3,27.0,77,35,2024-02-11,02:00:00
2024-02-11 03:00:00,17.1,49.0,31.0,0.24,1.0,0.0,3,26.0,78,37,2024-02-11,03:00:00
2024-02-11 04:00:00,13.4,47.0,31.0,0.26,1.0,0.0,3,26.0,78,37,2024-02-11,04:00:00
2024-02-11 05:00:00,15.9,46.0,30.0,0.26,2.0,0.0,3,26.0,79,49,2024-02-11,05:00:00
2024-02-11 06:00:00,12.4,51.0,32.0,0.25,2.0,0.0,3,26.0,77,47,2024-02-11,06:00:00
2024-02-11 07:00:00,13.3,56.0,32.0,0.25,2.0,0.0,4,26.0,76,50,2024-02-11,07:00:00
2024-02-11 08:00:00,11.1,56.0,32.0,0.26,2.0,0.0,3,28.0,73,42,2024-02-11,08:00:00
2024-02-11 09:00:00,21.0,57.0,37.0,0.26,2.0,0.0,5,30.0,60,68,2024-02-11,09:00:00
2024-02-11 10:00:00,15.3,46.0,38.0,0.26,2.0,0.0,6,31.0,57,62,2024-02-11,10:00:00
2024-02-11 11:00:00,11.5,38.0,38.0,0.25,1.0,0.0,6,31.0,58,61,2024-02-11,11:00:00
2024-02-11 12:00:00,13.9,41.0,38.0,0.24,1.0,0.0,7,32.0,50,69,2024-02-11,12:00:00
2024-02-11 13:00:00,11.0,40.0,39.0,0.24,2.0,0.0,7,32.0,51,68,2024-02-11,13:00:00
2024-02-11 14:00:00,10.7,39.0,39.0,0.24,2.17,0.0,7,31.0,51,65,2024-02-11,14:00:00
2024-02-11 15:00:00,10.7,34.0,38.0,0.2,2.0,0.15,6,31.0,53,72,2024-02-11,15:00:00
2024-02-11 16:00:00,13.8,30.0,23.52,0.25,2.0,0.0,6,31.0,53,70,2024-02-11,16:00:00
2024-02-11 17:00:00,10.5,27.0,36.0,0.26,2.0,0.0,5,30.0,56,61,2024-02-11,17:00:00
2024-02-11 18:00:00,8.8,25.0,35.0,0.25,2.0,0.0,4,29.0,61,58,2024-02-11,18:00:00
2024-02-11 19:00:00,6.7,34.0,34.0,0.27,2.0,0.0,3,28.0,66,53,2024-02-11,19:00:00
2024-02-11 20:00:00,8.4,38.0,34.0,0.27,2.0,0.0,3,27.0,70,45,2024-02-11,20:00:00
2024-02-11 21:00:00,14.6,48.0,37.0,0.28,2.0,0.0,3,27.0,71,47,2024-02-11,21:00:00
2024-02-11 22:00:00,23.2,51.0,34.0,0.27,2.0,0.0,3,27.0,73,46,2024-02-11,22:00:00
2024-02-11 23:00:00,18.2,45.0,36.0,0.26,1.0,0.0,3,27.0,73,43,2024-02-11,23:00:00
2024-02-12 00:00:00,21.1,54.0,36.0,0.27,1.0,0.0,3,27.0,74,36,2024-02-12,00:00:00
2024-02-12 01:00:00,19.6,52.0,37.0,0.29,1.0,0.0,3,26.0,74,28,2024-02-12,01:00:00
2024-02-12 02:00:00,14.7,42.0,37.0,0.28,1.0,0.0,2,26.0,76,29,2024-02-12,02:00:00
2024-02-12 03:00:00,24.3,47.0,37.0,0.27,1.0,0.0,2,26.0,78,25,2024-02-12,03:00:00
2024-02-12 04:00:00,21.7,49.0,38.0,0.28,1.0,0.0,2,26.0,78,34,2024-02-12,04:00:00
2024-02-12 05:00:00,22.3,51.0,38.0,0.29,1.0,0.0,2,26.0,78,33,2024-02-12,05:00:00
2024-02-12 06:00:00,21.9,60.0,38.0,0.3,2.0,0.0,2,26.0,79,33,2024-02-12,06:00:00
2024-02-12 07:00:00,20.7,61.0,37.0,0.32,3.0,0.0,2,27.0,76,37,2024-02-12,07:00:00
2024-02-12 08:00:00,22.4,68.0,40.0,0.3,2.0,0.0,4,28.0,70,48,2024-02-12,08:00:00
2024-02-12 09:00:00,28.9,69.0,42.0,0.31,2.0,0.0,5,30.0,63,59,2024-02-12,09:00:00
2024-02-12 10:00:00,21.3,54.0,44.0,0.33,2.0,0.0,5,31.0,58,67,2024-02-12,10:00:00
2024-02-12 11:00:00,15.6,44.0,46.0,0.33,2.0,0.0,5,31.0,54,68,2024-02-12,11:00:00
2024-02-12 12:00:00,17.7,37.0,47.0,0.33,1.0,1.0,6,32.0,52,60,2024-02-12,12:00:00
2024-02-12 13:00:00,13.6,33.0,47.0,0.33,2.17,1.0,6,32.0,50,68,2024-02-12,13:00:00
2024-02-12 14:00:00,10.3,37.0,45.0,0.2,1.0,0.15,6,32.0,51,66,2024-02-12,14:00:00
2024-02-12 15:00:00,20.3,35.0,23.52,0.82,3.0,6.0,6,31.0,53,74,2024-02-12,15:00:00
2024-02-12 16:00:00,15.2,31.0,40.0,0.34,2.0,0.0,5,31.0,54,70,2024-02-12,16:00:00
2024-02-12 17:00:00,11.2,30.0,41.0,0.28,3.0,0.0,5,30.0,58,75,2024-02-12,17:00:00
2024-02-12 18:00:00,11.9,27.0,41.0,0.26,2.0,0.0,4,29.0,63,63,2024-02-12,18:00:00
2024-02-12 19:00:00,15.6,30.0,40.0,0.27,2.0,0.0,5,28.0,67,69,2024-02-12,19:00:00
2024-02-12 20:00:00,24.7,39.0,42.0,0.27,2.0,1.0,4,27.0,70,66,2024-02-12,20:00:00
2024-02-12 21:00:00,18.6,59.0,39.0,0.27,2.0,1.0,3,27.0,74,31,2024-02-12,21:00:00
2024-02-12 22:00:00,14.4,62.0,38.0,0.26,1.0,1.0,3,26.0,75,36,2024-02-12,22:00:00
2024-02-12 23:00:00,17.4,60.0,36.0,0.25,1.0,1.0,3,26.0,76,36,2024-02-12,23:00:00
2024-02-13 00:00:00,24.0,67.0,35.0,0.24,1.0,0.0,3,26.0,78,46,2024-02-13,00:00:00
2024-02-13 01:00:00,26.2,68.0,36.0,0.24,1.0,0.0,4,26.0,77,25,2024-02-13,01:00:00
2024-02-13 02:00:00,19.9,55.0,37.0,0.23,1.0,0.0,4,26.0,78,35,2024-02-13,02:00:00
2024-02-13 03:00:00,21.5,56.0,37.0,0.24,1.0,0.0,2,26.0,80,35,2024-02-13,03:00:00
2024-02-13 04:00:00,16.4,44.0,38.0,0.24,1.0,0.0,3,26.0,79,42,2024-02-13,04:00:00
2024-02-13 05:00:00,18.1,40.0,38.0,0.24,1.0,0.0,3,25.0,81,32,2024-02-13,05:00:00
2024-02-13 06:00:00,20.8,49.0,39.0,0.24,1.0,0.0,3,25.0,79,36,2024-02-13,06:00:00
2024-02-13 07:00:00,20.5,49.0,41.0,0.25,2.0,0.0,4,27.0,73,46,2024-02-13,07:00:00
2024-02-13 08:00:00,15.2,54.0,42.0,0.25,1.0,0.0,5,29.0,66,62,2024-02-13,08:00:00
2024-02-13 09:00:00,14.4,44.0,44.0,0.29,1.0,0.0,6,30.0,59,60,2024-02-13,09:00:00
2024-02-13 10:00:00,13.1,43.0,45.0,0.3,1.0,0.0,6,31.0,53,68,2024-02-13,10:00:00
2024-02-13 11:00:00,9.9,37.0,45.0,0.29,1.0,0.0,6,32.0,51,72,2024-02-13,11:00:00
2024-02-13 12:00:00,8.0,38.0,45.0,0.3,2.17,1.0,7,32.0,51,67,2024-02-13,12:00:00
2024-02-13 13:00:00,10.7,45.0,45.0,0.2,1.0,0.15,6,32.0,51,59,2024-02-13,13:00:00
2024-02-13 14:00:00,12.7,38.0,23.52,0.33,1.0,1.0,6,32.0,51,60,2024-02-13,14:00:00
2024-02-13 15:00:00,17.0,33.0,43.0,0.32,1.0,1.0,6,32.0,52,58,2024-02-13,15:00:00
2024-02-13 16:00:00,12.7,30.0,42.0,0.31,2.0,1.0,5,31.0,55,61,2024-02-13,16:00:00
2024-02-13 17:00:00,16.6,28.0,41.0,0.24,2.0,1.0,5,30.0,59,62,2024-02-13,17:00:00
2024-02-13 18:00:00,14.0,25.0,40.0,0.25,2.0,0.0,4,29.0,64,62,2024-02-13,18:00:00
2024-02-13 19:00:00,16.3,33.0,40.0,0.25,2.0,1.0,3,28.0,69,55,2024-02-13,19:00:00
2024-02-13 20:00:00,21.8,56.0,34.0,0.24,2.0,1.0,2,27.0,74,29,2024-02-13,20:00:00
2024-02-13 21:00:00,16.3,50.0,33.0,0.24,1.0,1.0,2,27.0,76,30,2024-02-13,21:00:00
2024-02-13 22:00:00,22.6,69.0,32.0,0.22,1.0,1.0,3,27.0,78,31,2024-02-13,22:00:00
2024-02-13 23:00:00,17.5,67.0,33.0,0.22,1.0,1.0,3,27.0,79,34,2024-02-13,23:00:00
2024-02-14 00:00:00,21.5,63.0,35.0,0.23,1.0,0.0,3,27.0,79,37,2024-02-14,00:00:00
2024-02-14 01:00:00,16.1,77.0,34.0,0.28,2.0,0.0,2,26.0,81,47,2024-02-14,01:00:00
2024-02-14 02:00:00,15.5,69.0,33.0,0.27,1.0,0.0,3,26.0,84,35,2024-02-14,02:00:00
2024-02-14 03:00:00,21.3,55.0,32.0,0.28,2.0,0.0,3,26.0,84,22,2024-02-14,03:00:00
2024-02-14 04:00:00,16.4,45.0,29.0,0.27,1.0,0.0,2,26.0,84,26,2024-02-14,04:00:00
2024-02-14 05:00:00,13.4,44.0,28.0,0.26,1.0,0.0,3,26.0,83,36,2024-02-14,05:00:00
2024-02-14 06:00:00,10.5,46.0,27.0,0.27,2.0,0.0,3,26.0,82,29,2024-02-14,06:00:00
2024-02-14 07:00:00,12.7,45.0,24.0,0.26,3.0,0.0,3,27.0,80,35,2024-02-14,07:00:00
2024-02-14 08:00:00,18.9,50.0,24.0,0.2,2.0,0.0,4,29.0,73,46,2024-02-14,08:00:00
2024-02-14 09:00:00,22.3,63.0,24.0,0.14,2.0,0.0,4,29.0,69,65,2024-02-14,09:00:00
2024-02-14 10:00:00,16.6,55.0,24.0,0.14,2.0,0.0,4,30.0,67,66,2024-02-14,10:00:00
2024-02-14 11:00:00,13.7,45.0,23.0,0.13,2.17,0.0,4,31.0,64,65,2024-02-14,11:00:00
2024-02-14 12:00:00,10.7,37.0,23.0,0.2,2.0,0.15,5,31.0,60,61,2024-02-14,12:00:00
2024-02-14 13:00:00,12.5,32.0,23.52,0.14,2.0,0.0,5,30.0,69,58,2024-02-14,13:00:00
2024-02-14 14:00:00,9.6,34.0,21.0,0.13,2.0,0.0,4,31.0,65,74,2024-02-14,14:00:00
2024-02-14 15:00:00,19.8,41.0,21.0,0.13,2.0,0.0,4,30.0,67,58,2024-02-14,15:00:00
2024-02-14 16:00:00,22.1,38.0,20.0,0.11,2.0,0.0,5,31.0,64,64,2024-02-14,16:00:00
2024-02-14 17:00:00,16.1,29.0,20.0,0.08,2.0,0.0,5,30.0,66,58,2024-02-14,17:00:00
2024-02-14 18:00:00,12.4,26.0,22.0,0.08,2.0,0.0,5,29.0,69,60,2024-02-14,18:00:00
2024-02-14 19:00:00,13.6,27.0,19.0,0.08,2.0,0.0,4,28.0,72,55,2024-02-14,19:00:00
2024-02-14 20:00:00,11.1,43.0,19.0,0.08,2.0,0.0,4,28.0,76,46,2024-02-14,20:00:00
2024-02-14 21:00:00,12.2,44.0,19.0,0.09,2.0,1.0,3,27.0,79,48,2024-02-14,21:00:00
2024-02-14 22:00:00,17.7,57.0,20.0,0.07,1.0,1.0,4,27.0,78,50,2024-02-14,22:00:00
2024-02-14 23:00:00,17.4,57.0,21.0,0.07,1.0,1.0,4,27.0,79,49,2024-02-14,23:00:00
2024-02-15 00:00:00,13.5,48.0,22.0,0.09,1.0,0.0,4,27.0,79,50,2024-02-15,00:00:00
2024-02-15 01:00:00,11.1,43.0,22.0,0.15,1.0,0.0,3,27.0,79,41,2024-02-15,01:00:00
2024-02-15 02:00:00,12.7,48.0,21.0,0.15,1.0,0.0,2,27.0,80,35,2024-02-15,02:00:00
2024-02-15 03:00:00,16.6,40.0,21.0,0.14,1.0,0.0,3,27.0,80,44,2024-02-15,03:00:00
2024-02-15 04:00:00,12.3,34.0,21.0,0.14,1.0,0.0,4,27.0,79,46,2024-02-15,04:00:00
2024-02-15 05:00:00,11.3,30.0,20.0,0.14,2.0,0.0,4,27.0,79,51,2024-02-15,05:00:00
2024-02-15 06:00:00,14.7,34.0,20.0,0.15,1.0,0.0,3,26.0,81,40,2024-02-15,06:00:00
2024-02-15 07:00:00,11.3,41.0,19.0,0.15,2.0,0.0,4,27.0,77,37,2024-02-15,07:00:00
2024-02-15 08:00:00,13.4,42.0,20.0,0.13,1.0,0.0,4,29.0,70,42,2024-02-15,08:00:00
2024-02-15 09:00:00,19.2,57.0,22.0,0.15,2.0,0.0,6,31.0,64,56,2024-02-15,09:00:00
2024-02-15 10:00:00,14.6,46.0,24.0,0.17,2.17,0.0,6,32.0,58,69,2024-02-15,10:00:00
2024-02-15 11:00:00,11.5,38.0,24.0,0.2,1.0,0.15,6,33.0,54,66,2024-02-15,11:00:00
2024-02-15 12:00:00,8.7,33.0,23.52,0.17,1.0,0.0,5,33.0,52,62,2024-02-15,12:00:00
2024-02-15 13:00:00,10.4,29.0,25.0,0.15,2.0,0.0,6,33.0,50,69,2024-02-15,13:00:00
2024-02-15 14:00:00,8.0,34.0,26.0,0.16,2.0,0.0,5,33.0,51,72,2024-02-15,14:00:00
2024-02-15 15:00:00,7.3,31.0,27.0,0.15,2.0,1.0,6,33.0,51,70,2024-02-15,15:00:00
2024-02-15 16:00:00,11.2,27.0,27.0,0.12,2.0,1.0,5,32.0,54,63,2024-02-15,16:00:00
2024-02-15 17:00:00,9.0,25.0,27.0,0.06,2.0,1.0,4,31.0,55,66,2024-02-15,17:00:00
2024-02-15 18:00:00,6.7,24.0,24.0,0.07,4.0,0.0,4,30.0,61,60,2024-02-15,18:00:00
2024-02-15 19:00:00,7.4,23.0,21.0,0.16,4.0,0.0,2,28.0,67,60,2024-02-15,19:00:00
2024-02-15 20:00:00,13.2,25.0,21.0,0.12,2.0,0.0,2,28.0,74,58,2024-02-15,20:00:00
2024-02-15 21:00:00,12.5,43.0,21.0,0.09,2.0,0.0,1,27.0,75,60,2024-02-15,21:00:00
2024-02-15 22:00:00,17.1,47.0,21.0,0.07,1.0,0.0,3,27.0,75,50,2024-02-15,22:00:00
2024-02-15 23:00:00,17.9,54.0,21.0,0.05,1.0,0.0,4,27.0,77,52,2024-02-15,23:00:00
2024-02-16 00:00:00,13.4,51.0,19.0,0.06,1.0,0.0,3,27.0,79,42,2024-02-16,00:00:00
2024-02-16 01:00:00,12.8,51.0,19.0,0.08,2.0,0.0,2,26.0,80,33,2024-02-16,01:00:00
2024-02-16 02:00:00,11.2,51.0,19.0,0.08,2.0,0.0,3,26.0,81,29,2024-02-16,02:00:00
2024-02-16 03:00:00,24.8,41.0,20.0,0.08,2.0,0.0,3,26.0,82,14,2024-02-16,03:00:00
2024-02-16 04:00:00,18.6,35.0,19.0,0.07,1.0,0.0,3,26.0,83,27,2024-02-16,04:00:00
2024-02-16 05:00:00,13.9,31.0,20.0,0.08,1.0,0.0,2,26.0,82,17,2024-02-16,05:00:00
2024-02-16 06:00:00,13.0,31.0,12.0,0.11,5.0,0.0,0,25.0,88,305,2024-02-16,06:00:00
2024-02-16 07:00:00,15.4,39.0,14.0,0.13,5.0,0.0,1,26.0,81,10,2024-02-16,07:00:00
2024-02-16 08:00:00,16.6,51.0,22.0,0.14,2.0,0.0,4,29.0,72,41,2024-02-16,08:00:00
2024-02-16 09:00:00,16.9,57.0,25.0,0.21,2.17,0.0,5,30.0,66,49,2024-02-16,09:00:00
2024-02-16 10:00:00,25.4,47.0,29.0,0.2,2.0,0.15,5,31.0,61,58,2024-02-16,10:00:00
2024-02-16 11:00:00,18.4,39.0,23.52,0.24,2.0,0.0,5,32.0,56,61,2024-02-16,11:00:00
2024-02-16 12:00:00,15.7,34.0,33.0,0.23,2.0,0.0,5,33.0,53,74,2024-02-16,12:00:00
2024-02-16 13:00:00,13.6,36.0,37.0,0.24,2.0,0.0,6,33.0,53,67,2024-02-16,13:00:00
2024-02-16 14:00:00,11.0,36.0,39.0,0.25,2.0,0.0,6,33.0,51,69,2024-02-16,14:00:00
2024-02-16 15:00:00,18.6,32.0,38.0,0.26,3.0,0.0,6,33.0,52,74,2024-02-16,15:00:00
2024-02-16 16:00:00,14.5,29.0,39.0,0.23,2.0,0.0,5,32.0,57,60,2024-02-16,16:00:00
2024-02-16 17:00:00,13.7,26.0,35.0,0.17,3.0,0.0,4,31.0,61,65,2024-02-16,17:00:00
2024-02-16 18:00:00,13.5,24.0,29.0,0.16,3.0,0.0,4,29.0,66,60,2024-02-16,18:00:00
2024-02-16 19:00:00,9.9,23.0,25.0,0.17,2.0,0.0,3,28.0,72,49,2024-02-16,19:00:00
2024-02-16 20:00:00,15.6,40.0,22.0,0.16,2.0,0.0,3,28.0,75,46,2024-02-16,20:00:00
2024-02-16 21:00:00,16.5,36.0,20.0,0.14,2.0,0.0,3,27.0,77,41,2024-02-16,21:00:00
2024-02-16 22:00:00,21.2,48.0,19.0,0.13,2.0,0.0,3,27.0,77,34,2024-02-16,22:00:00
2024-02-16 23:00:00,18.9,47.0,18.0,0.12,1.0,0.0,3,27.0,79,25,2024-02-16,23:00:00
2024-02-17 00:00:00,14.5,44.0,18.0,0.13,1.0,0.0,3,27.0,80,19,2024-02-17,00:00:00
2024-02-17 01:00:00,14.3,52.0,17.0,0.19,1.0,0.0,3,26.0,82,16,2024-02-17,01:00:00
2024-02-17 02:00:00,12.9,51.0,14.0,0.18,2.0,0.0,2,26.0,85,359,2024-02-17,02:00:00
2024-02-17 03:00:00,13.4,42.0,7.0,0.22,5.0,0.0,2,24.0,90,337,2024-02-17,03:00:00
2024-02-17 04:00:00,11.2,36.0,7.0,0.22,4.0,0.0,2,24.0,91,342,2024-02-17,04:00:00
2024-02-17 05:00:00,12.1,32.0,4.0,0.24,7.0,0.0,2,24.0,92,339,2024-02-17,05:00:00
2024-02-17 06:00:00,9.8,29.0,8.0,0.26,4.0,0.0,3,25.0,88,17,2024-02-17,06:00:00
2024-02-17 07:00:00,18.8,38.0,14.0,0.21,1.0,0.0,3,27.0,79,42,2024-02-17,07:00:00
2024-02-17 08:00:00,14.6,43.0,17.0,0.18,2.17,0.0,5,29.0,72,53,2024-02-17,08:00:00
2024-02-17 09:00:00,18.1,53.0,21.0,0.2,1.0,0.15,6,30.0,65,58,2024-02-17,09:00:00
2024-02-17 10:00:00,15.7,44.0,23.52,0.2,1.0,0.0,6,31.0,59,63,2024-02-17,10:00:00
2024-02-17 11:00:00,16.7,37.0,33.0,0.2,1.0,0.0,6,32.0,54,56,2024-02-17,11:00:00
2024-02-17 12:00:00,12.6,35.0,35.0,0.21,1.0,0.0,6,33.0,49,59,2024-02-17,12:00:00
2024-02-17 13:00:00,11.1,34.0,36.0,0.21,1.0,0.0,6,33.0,47,61,2024-02-17,13:00:00
2024-02-17 14:00:00,13.8,33.0,36.0,0.2,1.0,1.0,6,33.0,45,56,2024-02-17,14:00:00
2024-02-17 15:00:00,11.0,29.0,38.0,0.21,1.0,0.0,6,33.0,45,61,2024-02-17,15:00:00
2024-02-17 16:00:00,9.1,27.0,35.0,0.18,1.0,1.0,6,32.0,48,53,2024-02-17,16:00:00
2024-02-17 17:00:00,11.0,25.0,31.0,0.15,1.0,1.0,6,31.0,51,50,2024-02-17,17:00:00
2024-02-17 18:00:00,8.2,23.0,28.0,0.15,1.0,0.0,5,29.0,59,48,2024-02-17,18:00:00
2024-02-17 19:00:00,6.2,23.0,24.0,0.17,2.0,0.0,4,28.0,66,49,2024-02-17,19:00:00
2024-02-17 20:00:00,8.7,26.0,21.0,0.16,1.0,0.0,3,27.0,71,49,2024-02-17,20:00:00
2024-02-17 21:00:00,15.1,35.0,21.0,0.16,1.0,0.0,3,27.0,75,41,2024-02-17,21:00:00
2024-02-17 22:00:00,16.6,44.0,20.0,0.15,1.0,0.0,3,26.0,78,17,2024-02-17,22:00:00
2024-02-17 23:00:00,15.0,48.0,19.0,0.15,1.0,0.0,3,26.0,79,26,2024-02-17,23:00:00
2024-02-18 00:00:00,19.7,51.0,19.0,0.11,1.0,0.0,3,26.0,79,35,2024-02-18,00:00:00
2024-02-18 01:00:00,15.3,51.0,19.0,0.05,1.0,0.0,3,26.0,79,27,2024-02-18,01:00:00
2024-02-18 02:00:00,17.9,59.0,18.0,0.05,1.0,0.0,3,26.0,80,16,2024-02-18,02:00:00
2024-02-18 03:00:00,17.1,47.0,18.0,0.05,1.0,0.0,3,26.0,81,19,2024-02-18,03:00:00
2024-02-18 04:00:00,15.2,39.0,18.0,0.05,1.0,0.0,2,25.0,82,12,2024-02-18,04:00:00
2024-02-18 05:00:00,19.0,33.0,18.0,0.05,1.0,0.0,2,25.0,82,19,2024-02-18,05:00:00
2024-02-18 06:00:00,15.6,32.0,14.0,0.05,3.0,0.0,1,25.0,85,30,2024-02-18,06:00:00
2024-02-18 07:00:00,17.7,37.0,7.0,0.07,2.17,0.0,0,25.0,84,274,2024-02-18,07:00:00
2024-02-18 08:00:00,21.4,48.0,18.0,0.2,2.0,0.15,2,29.0,64,56,2024-02-18,08:00:00
2024-02-18 09:00:00,16.3,41.0,23.52,0.16,1.0,0.0,4,31.0,57,60,2024-02-18,09:00:00
2024-02-18 10:00:00,12.2,36.0,23.0,0.13,1.0,0.0,5,32.0,54,60,2024-02-18,10:00:00
