DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
2024-01-10 22:00:00,14.8,29.0,11.0,0.06,2.0,1.0,2,28.0,83,33,2024-01-10,22:00:00
2024-01-10 23:00:00,12.9,25.0,11.0,0.06,2.17,1.0,2,28.0,84,34,2024-01-10,23:00:00
2024-01-11 00:00:00,12.8,22.0,10.0,0.2,2.0,0.15,1,28.0,85,354,2024-01-11,00:00:00
2024-01-11 01:00:00,10.3,20.0,23.52,0.12,2.0,1.0,2,27.0,87,10,2024-01-11,01:00:00
2024-01-11 02:00:00,10.5,21.0,10.0,0.1,1.0,1.0,3,27.0,88,22,2024-01-11,02:00:00
2024-01-11 03:00:00,13.3,27.0,11.0,0.11,1.0,1.0,3,27.0,86,24,2024-01-11,03:00:00
2024-01-11 04:00:00,14.4,28.0,12.0,0.09,1.0,1.0,3,27.0,86,27,2024-01-11,04:00:00
2024-01-11 05:00:00,16.7,32.0,11.0,0.09,1.0,1.0,2,27.0,85,28,2024-01-11,05:00:00
2024-01-11 06:00:00,15.3,29.0,9.0,0.13,5.0,0.0,2,27.0,88,354,2024-01-11,06:00:00
2024-01-11 07:00:00,18.6,37.0,1.0,0.25,7.0,0.0,2,27.0,89,349,2024-01-11,07:00:00
2024-01-11 08:00:00,23.5,46.0,4.0,0.22,5.0,0.0,2,29.0,82,1,2024-01-11,08:00:00
2024-01-11 09:00:00,26.0,51.0,12.0,0.11,1.0,0.0,3,32.0,72,44,2024-01-11,09:00:00
2024-01-11 10:00:00,20.7,41.0,16.0,0.11,1.0,0.0,3,34.0,63,79,2024-01-11,10:00:00
2024-01-11 11:00:00,15.9,33.0,20.0,0.11,1.0,0.0,4,35.0,59,75,2024-01-11,11:00:00
2024-01-11 12:00:00,13.2,28.0,24.0,0.11,1.0,0.0,4,36.0,54,68,2024-01-11,12:00:00
2024-01-11 13:00:00,11.6,25.0,22.0,0.11,1.0,0.0,4,36.0,52,61,2024-01-11,13:00:00
2024-01-11 14:00:00,10.1,23.0,24.0,0.12,1.0,0.0,5,35.0,54,71,2024-01-11,14:00:00
2024-01-11 15:00:00,9.8,22.0,24.0,0.12,2.0,0.0,4,35.0,57,64,2024-01-11,15:00:00
2024-01-11 16:00:00,10.1,22.0,25.0,0.13,2.0,0.0,5,34.0,57,63,2024-01-11,16:00:00
2024-01-11 17:00:00,11.0,23.0,25.0,0.17,2.0,0.0,4,32.0,64,65,2024-01-11,17:00:00
2024-01-11 18:00:00,11.0,21.0,21.0,0.21,3.0,0.0,3,30.0,71,58,2024-01-11,18:00:00
2024-01-11 19:00:00,18.4,33.0,17.0,0.22,4.0,0.0,2,29.0,76,51,2024-01-11,19:00:00
2024-01-11 20:00:00,22.1,40.0,18.0,0.18,3.0,0.0,2,29.0,80,39,2024-01-11,20:00:00
2024-01-11 21:00:00,24.6,45.0,16.0,0.17,2.0,0.0,2,28.0,82,29,2024-01-11,21:00:00
2024-01-11 22:00:00,19.6,36.0,13.0,0.16,2.17,0.0,2,28.0,83,20,2024-01-11,22:00:00
2024-01-11 23:00:00,16.8,31.0,11.0,0.2,2.0,0.15,2,27.0,85,19,2024-01-11,23:00:00
2024-01-12 00:00:00,14.5,27.0,23.52,0.2,3.0,0.0,1,27.0,87,14,2024-01-12,00:00:00
2024-01-12 01:00:00,12.5,24.0,7.0,0.35,4.0,0.0,2,26.0,89,351,2024-01-12,01:00:00
2024-01-12 02:00:00,15.1,28.0,4.0,0.35,5.0,0.0,1,26.0,93,334,2024-01-12,02:00:00
2024-01-12 03:00:00,18.8,35.0,2.0,0.44,5.0,0.0,1,25.0,95,343,2024-01-12,03:00:00
2024-01-12 04:00:00,17.6,34.0,5.0,0.3,4.0,0.0,2,25.0,94,346,2024-01-12,04:00:00
2024-01-12 05:00:00,21.9,40.0,7.0,0.25,4.0,0.0,1,26.0,92,359,2024-01-12,05:00:00
2024-01-12 06:00:00,19.3,35.0,5.0,0.26,3.0,0.0,1,26.0,93,3,2024-01-12,06:00:00
2024-01-12 07:00:00,18.9,36.0,5.0,0.3,5.0,0.0,1,26.0,92,30,2024-01-12,07:00:00
2024-01-12 08:00:00,25.9,48.0,10.0,0.2,3.0,0.0,2,29.0,82,26,2024-01-12,08:00:00
2024-01-12 09:00:00,28.7,56.0,14.0,0.05,1.0,0.0,4,31.0,72,41,2024-01-12,09:00:00
2024-01-12 10:00:00,22.0,44.0,18.0,0.05,1.0,0.0,4,33.0,67,43,2024-01-12,10:00:00
2024-01-12 11:00:00,17.5,36.0,25.0,0.06,1.0,0.0,4,34.0,62,65,2024-01-12,11:00:00
2024-01-12 12:00:00,14.6,29.0,31.0,0.07,1.0,0.0,5,35.0,57,61,2024-01-12,12:00:00
2024-01-12 13:00:00,12.9,25.0,34.0,0.07,1.0,0.0,4,35.0,56,61,2024-01-12,13:00:00
2024-01-12 14:00:00,11.5,22.0,34.0,0.09,1.0,0.0,4,36.0,56,60,2024-01-12,14:00:00
2024-01-12 15:00:00,16.1,30.0,33.0,0.08,2.0,0.0,4,35.0,58,66,2024-01-12,15:00:00
2024-01-12 16:00:00,15.1,28.0,30.0,0.12,2.0,0.0,4,33.0,62,68,2024-01-12,16:00:00
2024-01-12 17:00:00,13.2,24.0,28.0,0.21,3.0,1.0,3,32.0,67,61,2024-01-12,17:00:00
2024-01-12 18:00:00,17.1,32.0,27.0,0.23,3.0,0.0,4,30.0,72,54,2024-01-12,18:00:00
2024-01-12 19:00:00,21.7,39.0,27.0,0.21,2.0,0.0,3,29.0,75,44,2024-01-12,19:00:00
2024-01-12 20:00:00,25.2,44.0,24.0,0.22,2.0,0.0,2,29.0,79,12,2024-01-12,20:00:00
2024-01-12 21:00:00,25.1,43.0,20.0,0.24,2.17,0.0,2,28.0,82,349,2024-01-12,21:00:00
2024-01-12 22:00:00,20.7,36.0,20.0,0.2,3.0,0.15,1,27.0,85,11,2024-01-12,22:00:00
2024-01-12 23:00:00,19.6,30.0,23.52,0.24,2.0,0.0,1,27.0,86,61,2024-01-12,23:00:00
2024-01-13 00:00:00,16.5,28.0,15.0,0.24,7.0,0.0,1,27.0,88,339,2024-01-13,00:00:00
2024-01-13 01:00:00,15.9,28.0,22.0,0.27,2.0,0.0,2,26.0,90,13,2024-01-13,01:00:00
2024-01-13 02:00:00,19.2,31.0,25.0,0.25,2.0,0.0,1,26.0,89,360,2024-01-13,02:00:00
2024-01-13 03:00:00,22.8,38.0,19.0,0.29,3.0,0.0,1,26.0,91,0,2024-01-13,03:00:00
2024-01-13 04:00:00,24.2,41.0,29.0,0.26,1.0,0.0,2,26.0,90,20,2024-01-13,04:00:00
2024-01-13 05:00:00,25.8,42.0,26.0,0.26,2.0,0.0,1,26.0,90,79,2024-01-13,05:00:00
2024-01-13 06:00:00,24.0,42.0,13.0,0.34,7.0,0.0,1,25.0,93,315,2024-01-13,06:00:00
2024-01-13 07:00:00,21.8,41.0,8.0,0.58,7.0,0.0,1,25.0,95,291,2024-01-13,07:00:00
2024-01-13 08:00:00,31.5,55.0,12.0,0.43,9.0,0.0,1,27.0,88,333,2024-01-13,08:00:00
2024-01-13 09:00:00,33.3,55.0,25.0,0.32,5.0,0.0,0,30.0,77,148,2024-01-13,09:00:00
2024-01-13 10:00:00,26.6,43.0,39.0,0.26,2.0,0.0,2,33.0,63,75,2024-01-13,10:00:00
2024-01-13 11:00:00,20.6,37.0,40.0,0.21,1.0,0.0,4,34.0,56,71,2024-01-13,11:00:00
2024-01-13 12:00:00,19.6,35.0,41.0,0.22,1.0,0.0,4,35.0,55,70,2024-01-13,12:00:00
2024-01-13 13:00:00,18.4,34.0,43.0,0.21,1.0,0.0,5,36.0,51,60,2024-01-13,13:00:00
2024-01-13 14:00:00,18.3,35.0,44.0,0.23,1.0,0.0,5,35.0,50,66,2024-01-13,14:00:00
2024-01-13 15:00:00,19.0,35.0,44.0,0.21,1.0,0.0,5,35.0,51,69,2024-01-13,15:00:00
2024-01-13 16:00:00,16.4,29.0,42.0,0.16,2.0,1.0,4,34.0,52,67,2024-01-13,16:00:00
2024-01-13 17:00:00,13.7,25.0,39.0,0.05,2.0,1.0,5,32.0,56,54,2024-01-13,17:00:00
2024-01-13 18:00:00,11.5,22.0,35.0,0.05,2.0,0.0,5,30.0,64,47,2024-01-13,18:00:00
2024-01-13 19:00:00,18.3,32.0,32.0,0.06,2.0,0.0,3,29.0,71,45,2024-01-13,19:00:00
2024-01-13 20:00:00,28.6,51.0,30.0,0.06,2.17,0.0,3,28.0,76,35,2024-01-13,20:00:00
2024-01-13 21:00:00,28.9,51.0,28.0,0.2,1.0,0.15,2,27.0,78,16,2024-01-13,21:00:00
2024-01-13 22:00:00,22.5,40.0,23.52,0.05,1.0,0.0,2,27.0,81,14,2024-01-13,22:00:00
2024-01-13 23:00:00,18.9,32.0,25.0,0.05,1.0,0.0,2,27.0,81,13,2024-01-13,23:00:00
2024-01-14 00:00:00,15.5,27.0,27.0,0.1,1.0,0.0,3,27.0,81,30,2024-01-14,00:00:00
2024-01-14 01:00:00,19.9,34.0,23.0,0.22,2.0,0.0,2,26.0,84,344,2024-01-14,01:00:00
2024-01-14 02:00:00,18.6,31.0,26.0,0.21,1.0,0.0,2,26.0,85,27,2024-01-14,02:00:00
2024-01-14 03:00:00,21.6,37.0,29.0,0.23,1.0,0.0,3,26.0,85,29,2024-01-14,03:00:00
2024-01-14 04:00:00,23.5,41.0,28.0,0.22,1.0,0.0,2,26.0,86,13,2024-01-14,04:00:00
2024-01-14 05:00:00,22.7,38.0,25.0,0.24,2.0,0.0,1,25.0,87,344,2024-01-14,05:00:00
2024-01-14 06:00:00,24.2,42.0,14.0,0.33,4.0,0.0,1,24.0,92,251,2024-01-14,06:00:00
2024-01-14 07:00:00,24.9,44.0,11.0,0.36,4.0,0.0,1,25.0,92,245,2024-01-14,07:00:00
2024-01-14 08:00:00,25.5,45.0,28.0,0.3,2.0,0.0,2,29.0,79,35,2024-01-14,08:00:00
2024-01-14 09:00:00,30.1,55.0,37.0,0.23,1.0,0.0,4,32.0,66,62,2024-01-14,09:00:00
2024-01-14 10:00:00,26.2,47.0,38.0,0.22,1.0,0.0,4,33.0,62,67,2024-01-14,10:00:00
2024-01-14 11:00:00,20.3,38.0,41.0,0.22,1.0,0.0,5,34.0,59,64,2024-01-14,11:00:00
2024-01-14 12:00:00,19.5,37.0,43.0,0.21,1.0,0.0,5,35.0,55,65,2024-01-14,12:00:00
2024-01-14 13:00:00,18.6,36.0,46.0,0.22,1.0,0.0,6,34.0,53,71,2024-01-14,13:00:00
2024-01-14 14:00:00,17.8,32.0,47.0,0.2,1.0,1.0,5,35.0,51,65,2024-01-14,14:00:00
2024-01-14 15:00:00,17.4,32.0,49.0,0.22,1.0,0.0,5,35.0,51,61,2024-01-14,15:00:00
2024-01-14 16:00:00,17.2,31.0,49.0,0.23,1.0,1.0,5,33.0,54,66,2024-01-14,16:00:00
2024-01-14 17:00:00,15.5,27.0,47.0,0.24,1.0,1.0,5,32.0,60,51,2024-01-14,17:00:00
2024-01-14 18:00:00,18.8,31.0,43.0,0.26,2.0,0.0,3,30.0,67,63,2024-01-14,18:00:00
2024-01-14 19:00:00,29.6,50.0,39.0,0.24,2.17,0.0,3,29.0,73,43,2024-01-14,19:00:00
2024-01-14 20:00:00,37.9,66.0,36.0,0.2,2.0,0.15,3,28.0,77,32,2024-01-14,20:00:00
2024-01-14 21:00:00,38.0,66.0,23.52,0.23,1.0,0.0,3,28.0,78,23,2024-01-14,21:00:00
2024-01-14 22:00:00,29.1,51.0,35.0,0.22,1.0,0.0,3,27.0,80,19,2024-01-14,22:00:00
2024-01-14 23:00:00,22.9,40.0,33.0,0.22,1.0,0.0,3,27.0,81,28,2024-01-14,23:00:00
2024-01-15 00:00:00,20.9,37.0,33.0,0.2,1.0,0.0,3,27.0,81,25,2024-01-15,00:00:00
2024-01-15 01:00:00,22.7,39.0,33.0,0.21,1.0,0.0,3,27.0,82,25,2024-01-15,01:00:00
2024-01-15 02:00:00,24.1,40.0,34.0,0.21,1.0,0.0,2,27.0,84,3,2024-01-15,02:00:00
2024-01-15 03:00:00,27.4,48.0,31.0,0.21,2.0,0.0,3,26.0,86,356,2024-01-15,03:00:00
2024-01-15 04:00:00,26.8,47.0,33.0,0.21,1.0,0.0,3,26.0,86,11,2024-01-15,04:00:00
2024-01-15 05:00:00,25.7,43.0,31.0,0.23,2.0,0.0,2,26.0,87,348,2024-01-15,05:00:00
2024-01-15 06:00:00,29.3,51.0,25.0,0.24,6.0,0.0,2,26.0,89,342,2024-01-15,06:00:00
2024-01-15 07:00:00,30.7,54.0,20.0,0.31,7.0,0.0,1,26.0,87,353,2024-01-15,07:00:00
2024-01-15 08:00:00,27.8,50.0,27.0,0.28,3.0,0.0,3,30.0,76,34,2024-01-15,08:00:00
2024-01-15 09:00:00,29.8,55.0,32.0,0.21,1.0,0.0,4,32.0,66,49,2024-01-15,09:00:00
2024-01-15 10:00:00,22.7,43.0,32.0,0.2,1.0,0.0,4,33.0,62,59,2024-01-15,10:00:00
2024-01-15 11:00:00,18.4,34.0,33.0,0.2,1.0,0.0,4,34.0,61,65,2024-01-15,11:00:00
2024-01-15 12:00:00,14.8,30.0,32.0,0.19,1.0,0.0,5,34.0,58,77,2024-01-15,12:00:00
2024-01-15 13:00:00,12.4,26.0,34.0,0.2,1.0,0.0,5,34.0,60,83,2024-01-15,13:00:00
2024-01-15 14:00:00,19.3,37.0,36.0,0.21,1.0,0.0,5,34.0,58,63,2024-01-15,14:00:00
2024-01-15 15:00:00,15.2,31.0,36.0,0.2,1.0,0.0,6,34.0,57,53,2024-01-15,15:00:00
2024-01-15 16:00:00,14.5,27.0,36.0,0.21,2.0,1.0,4,33.0,61,60,2024-01-15,16:00:00
2024-01-15 17:00:00,12.7,24.0,35.0,0.23,2.0,1.0,4,32.0,66,49,2024-01-15,17:00:00
2024-01-15 18:00:00,12.2,22.0,35.0,0.25,2.17,0.0,4,30.0,70,47,2024-01-15,18:00:00
2024-01-15 19:00:00,17.0,27.0,36.0,0.2,2.0,0.15,2,29.0,74,43,2024-01-15,19:00:00
2024-01-15 20:00:00,34.6,41.0,23.52,0.26,1.0,0.0,3,29.0,76,44,2024-01-15,20:00:00
2024-01-15 21:00:00,23.0,39.0,32.0,0.26,2.0,0.0,3,28.0,79,48,2024-01-15,21:00:00
2024-01-15 22:00:00,18.2,32.0,36.0,0.24,1.0,0.0,4,27.0,82,25,2024-01-15,22:00:00
2024-01-15 23:00:00,16.3,27.0,35.0,0.24,1.0,0.0,3,27.0,83,9,2024-01-15,23:00:00
2024-01-16 00:00:00,13.7,23.0,31.0,0.25,2.0,0.0,3,26.0,85,351,2024-01-16,00:00:00
2024-01-16 01:00:00,12.9,21.0,28.0,0.34,2.0,0.0,2,26.0,89,342,2024-01-16,01:00:00
2024-01-16 02:00:00,11.7,19.0,22.0,0.55,4.0,0.0,2,25.0,91,336,2024-01-16,02:00:00
2024-01-16 03:00:00,10.9,18.0,19.0,0.39,3.0,0.0,2,25.0,93,333,2024-01-16,03:00:00
2024-01-16 04:00:00,11.9,20.0,17.0,0.42,4.0,0.0,2,25.0,93,351,2024-01-16,04:00:00
2024-01-16 05:00:00,14.7,27.0,15.0,0.32,5.0,0.0,2,25.0,94,346,2024-01-16,05:00:00
2024-01-16 06:00:00,15.0,27.0,15.0,0.31,6.0,0.0,2,25.0,93,349,2024-01-16,06:00:00
2024-01-16 07:00:00,17.6,33.0,10.0,0.46,9.0,0.0,2,26.0,92,341,2024-01-16,07:00:00
2024-01-16 08:00:00,20.8,36.0,28.0,0.36,5.0,0.0,2,29.0,81,28,2024-01-16,08:00:00
2024-01-16 09:00:00,23.6,43.0,43.0,0.33,1.0,0.0,5,32.0,70,53,2024-01-16,09:00:00
2024-01-16 10:00:00,17.5,35.0,41.0,0.3,1.0,0.0,6,33.0,65,56,2024-01-16,10:00:00
2024-01-16 11:00:00,13.6,29.0,35.0,0.26,1.0,0.0,6,34.0,63,61,2024-01-16,11:00:00
2024-01-16 12:00:00,10.0,25.0,31.0,0.24,1.0,0.0,7,32.0,66,56,2024-01-16,12:00:00
2024-01-16 13:00:00,8.4,22.0,27.0,0.22,1.0,0.0,6,33.0,65,62,2024-01-16,13:00:00
2024-01-16 14:00:00,7.1,20.0,25.0,0.22,1.0,0.0,6,34.0,63,57,2024-01-16,14:00:00
2024-01-16 15:00:00,6.8,19.0,23.0,0.21,1.0,0.0,6,33.0,66,62,2024-01-16,15:00:00
2024-01-16 16:00:00,8.1,18.0,22.0,0.18,2.0,0.0,4,31.0,74,68,2024-01-16,16:00:00
2024-01-16 17:00:00,12.7,28.0,23.0,0.17,2.17,0.0,5,30.0,76,51,2024-01-16,17:00:00
2024-01-16 18:00:00,15.8,33.0,24.0,0.2,2.0,0.15,5,30.0,77,56,2024-01-16,18:00:00
2024-01-16 19:00:00,20.1,34.0,23.52,0.19,2.0,0.0,4,29.0,78,64,2024-01-16,19:00:00
2024-01-16 20:00:00,19.7,35.0,28.0,0.18,1.0,0.0,3,29.0,79,44,2024-01-16,20:00:00
2024-01-16 21:00:00,19.9,35.0,29.0,0.18,1.0,0.0,3,29.0,80,42,2024-01-16,21:00:00
2024-01-16 22:00:00,15.7,29.0,30.0,0.18,1.0,0.0,4,29.0,81,46,2024-01-16,22:00:00
2024-01-16 23:00:00,14.2,25.0,33.0,0.19,1.0,1.0,3,29.0,81,41,2024-01-16,23:00:00
2024-01-17 00:00:00,13.0,22.0,41.0,0.2,1.0,0.0,4,29.0,81,43,2024-01-17,00:00:00
2024-01-17 01:00:00,19.3,31.0,40.0,0.23,1.0,0.0,2,29.0,82,43,2024-01-17,01:00:00
2024-01-17 02:00:00,20.1,34.0,39.0,0.24,1.0,0.0,3,28.0,82,37,2024-01-17,02:00:00
2024-01-17 03:00:00,24.4,42.0,42.0,0.23,1.0,0.0,4,28.0,82,46,2024-01-17,03:00:00
2024-01-17 04:00:00,24.4,43.0,45.0,0.25,1.0,0.0,4,28.0,81,54,2024-01-17,04:00:00
2024-01-17 05:00:00,24.2,44.0,36.0,0.21,1.0,0.0,4,28.0,81,52,2024-01-17,05:00:00
2024-01-17 06:00:00,25.1,46.0,28.0,0.19,1.0,0.0,3,28.0,80,47,2024-01-17,06:00:00
2024-01-17 07:00:00,21.7,43.0,25.0,0.18,2.0,0.0,4,29.0,79,51,2024-01-17,07:00:00
2024-01-17 08:00:00,31.5,63.0,24.0,0.18,1.0,0.0,5,30.0,73,55,2024-01-17,08:00:00
2024-01-17 09:00:00,22.6,48.0,25.0,0.19,1.0,0.0,6,32.0,68,56,2024-01-17,09:00:00
2024-01-17 10:00:00,16.8,39.0,26.0,0.18,1.0,0.0,6,32.0,65,66,2024-01-17,10:00:00
2024-01-17 11:00:00,13.0,32.0,28.0,0.19,1.0,0.0,7,33.0,60,64,2024-01-17,11:00:00
2024-01-17 12:00:00,12.1,27.0,30.0,0.19,1.0,0.0,6,34.0,60,62,2024-01-17,12:00:00
2024-01-17 13:00:00,12.4,26.0,30.0,0.19,1.0,0.0,5,34.0,60,74,2024-01-17,13:00:00
2024-01-17 14:00:00,16.7,34.0,32.0,0.2,1.0,0.0,5,33.0,61,79,2024-01-17,14:00:00
2024-01-17 15:00:00,14.8,29.0,32.0,0.22,1.0,0.0,5,33.0,61,65,2024-01-17,15:00:00
2024-01-17 16:00:00,16.3,32.0,31.0,0.22,2.17,0.0,4,33.0,62,71,2024-01-17,16:00:00
2024-01-17 17:00:00,16.2,39.0,32.0,0.2,2.0,0.15,4,32.0,66,70,2024-01-17,17:00:00
2024-01-17 18:00:00,25.3,55.0,23.52,0.28,3.0,0.0,3,30.0,71,74,2024-01-17,18:00:00
2024-01-17 19:00:00,34.0,59.0,35.0,0.27,2.0,0.0,3,29.0,75,68,2024-01-17,19:00:00
2024-01-17 20:00:00,52.1,93.0,33.0,0.24,2.0,0.0,3,29.0,78,55,2024-01-17,20:00:00
2024-01-17 21:00:00,44.7,79.0,30.0,0.23,2.0,0.0,3,28.0,81,51,2024-01-17,21:00:00
2024-01-17 22:00:00,32.4,57.0,28.0,0.22,1.0,0.0,2,28.0,82,20,2024-01-17,22:00:00
2024-01-17 23:00:00,24.4,43.0,28.0,0.22,2.0,0.0,3,28.0,84,18,2024-01-17,23:00:00
2024-01-18 00:00:00,27.3,48.0,27.0,0.18,1.0,0.0,2,28.0,83,38,2024-01-18,00:00:00
2024-01-18 01:00:00,23.5,41.0,25.0,0.09,1.0,0.0,2,28.0,84,29,2024-01-18,01:00:00
2024-01-18 02:00:00,27.3,47.0,24.0,0.1,1.0,0.0,2,27.0,85,1,2024-01-18,02:00:00
2024-01-18 03:00:00,31.1,55.0,23.0,0.12,1.0,0.0,2,27.0,86,13,2024-01-18,03:00:00
2024-01-18 04:00:00,28.9,50.0,19.0,0.11,3.0,0.0,1,26.0,88,342,2024-01-18,04:00:00
2024-01-18 05:00:00,25.6,46.0,19.0,0.1,2.0,0.0,2,26.0,90,1,2024-01-18,05:00:00
2024-01-18 06:00:00,29.1,52.0,14.0,0.2,4.0,0.0,1,26.0,90,339,2024-01-18,06:00:00
2024-01-18 07:00:00,28.3,52.0,9.0,0.28,8.0,0.0,1,26.0,90,355,2024-01-18,07:00:00
2024-01-18 08:00:00,27.8,51.0,21.0,0.15,3.0,0.0,3,29.0,79,46,2024-01-18,08:00:00
2024-01-18 09:00:00,29.8,56.0,27.0,0.18,2.0,0.0,4,32.0,71,59,2024-01-18,09:00:00
2024-01-18 10:00:00,22.0,44.0,28.0,0.18,1.0,0.0,5,33.0,66,54,2024-01-18,10:00:00
2024-01-18 11:00:00,16.9,36.0,29.0,0.17,1.0,0.0,6,32.0,66,74,2024-01-18,11:00:00
2024-01-18 12:00:00,13.8,30.0,30.0,0.15,1.0,0.0,6,34.0,61,65,2024-01-18,12:00:00
2024-01-18 13:00:00,12.1,26.0,28.0,0.16,1.0,0.0,5,33.0,63,57,2024-01-18,13:00:00
2024-01-18 14:00:00,11.2,24.0,26.0,0.17,1.0,0.0,4,34.0,64,49,2024-01-18,14:00:00
2024-01-18 15:00:00,12.0,24.0,26.0,0.16,2.17,0.0,4,33.0,63,54,2024-01-18,15:00:00
2024-01-18 16:00:00,9.9,22.0,26.0,0.2,2.0,0.15,5,33.0,64,48,2024-01-18,16:00:00
2024-01-18 17:00:00,10.6,20.0,23.52,0.18,2.0,0.0,5,31.0,67,49,2024-01-18,17:00:00
2024-01-18 18:00:00,11.7,24.0,24.0,0.19,2.0,0.0,4,30.0,72,45,2024-01-18,18:00:00
2024-01-18 19:00:00,27.8,52.0,22.0,0.19,2.0,0.0,3,30.0,76,45,2024-01-18,19:00:00
2024-01-18 20:00:00,27.9,50.0,22.0,0.18,2.0,0.0,2,29.0,78,46,2024-01-18,20:00:00
2024-01-18 21:00:00,26.6,46.0,21.0,0.18,2.0,0.0,1,29.0,80,47,2024-01-18,21:00:00
2024-01-18 22:00:00,21.2,37.0,23.0,0.17,2.0,0.0,2,28.0,82,32,2024-01-18,22:00:00
2024-01-18 23:00:00,17.1,30.0,19.0,0.17,2.0,0.0,2,28.0,85,0,2024-01-18,23:00:00
2024-01-19 00:00:00,14.5,26.0,19.0,0.16,2.0,0.0,2,27.0,86,23,2024-01-19,00:00:00
2024-01-19 01:00:00,15.3,26.0,20.0,0.17,1.0,0.0,2,27.0,86,22,2024-01-19,01:00:00
2024-01-19 02:00:00,23.3,40.0,21.0,0.17,1.0,0.0,2,27.0,86,358,2024-01-19,02:00:00
2024-01-19 03:00:00,18.7,34.0,22.0,0.17,1.0,0.0,3,27.0,87,40,2024-01-19,03:00:00
2024-01-19 04:00:00,23.2,41.0,23.0,0.19,1.0,0.0,2,27.0,87,37,2024-01-19,04:00:00
2024-01-19 05:00:00,24.1,42.0,19.0,0.21,3.0,0.0,2,27.0,88,344,2024-01-19,05:00:00
2024-01-19 06:00:00,25.2,48.0,5.0,0.47,6.0,0.0,2,26.0,94,336,2024-01-19,06:00:00
2024-01-19 07:00:00,27.5,53.0,4.0,0.33,8.0,0.0,2,26.0,93,345,2024-01-19,07:00:00
2024-01-19 08:00:00,25.4,48.0,12.0,0.31,7.0,0.0,3,28.0,86,354,2024-01-19,08:00:00
2024-01-19 09:00:00,29.4,56.0,30.0,0.23,2.0,0.0,5,31.0,74,38,2024-01-19,09:00:00
2024-01-19 10:00:00,23.5,45.0,35.0,0.23,1.0,0.0,5,32.0,69,51,2024-01-19,10:00:00
2024-01-19 11:00:00,19.7,36.0,34.0,0.25,2.0,0.0,4,33.0,68,41,2024-01-19,11:00:00
2024-01-19 12:00:00,19.7,38.0,35.0,0.22,1.0,0.0,5,34.0,61,63,2024-01-19,12:00:00
2024-01-19 13:00:00,15.4,32.0,39.0,0.21,1.0,0.0,6,34.0,59,69,2024-01-19,13:00:00
2024-01-19 14:00:00,16.6,31.0,40.0,0.22,2.17,0.0,5,35.0,57,67,2024-01-19,14:00:00
2024-01-19 15:00:00,17.0,32.0,41.0,0.2,2.0,0.15,5,35.0,56,67,2024-01-19,15:00:00
2024-01-19 16:00:00,20.9,30.0,23.52,0.23,2.0,0.0,4,34.0,59,57,2024-01-19,16:00:00
2024-01-19 17:00:00,14.3,26.0,36.0,0.2,2.0,0.0,4,32.0,63,55,2024-01-19,17:00:00
2024-01-19 18:00:00,18.1,31.0,32.0,0.21,3.0,0.0,3,31.0,70,45,2024-01-19,18:00:00
2024-01-19 19:00:00,28.6,51.0,28.0,0.19,2.0,0.0,3,30.0,76,43,2024-01-19,19:00:00
2024-01-19 20:00:00,28.3,51.0,26.0,0.17,2.0,0.0,3,29.0,80,29,2024-01-19,20:00:00
2024-01-19 21:00:00,28.4,50.0,28.0,0.17,2.0,0.0,2,28.0,83,19,2024-01-19,21:00:00
2024-01-19 22:00:00,22.0,40.0,27.0,0.17,2.0,0.0,3,28.0,83,17,2024-01-19,22:00:00
2024-01-19 23:00:00,18.7,32.0,28.0,0.17,1.0,0.0,2,28.0,84,13,2024-01-19,23:00:00
2024-01-20 00:00:00,16.4,27.0,27.0,0.16,1.0,0.0,2,27.0,84,9,2024-01-20,00:00:00
2024-01-20 01:00:00,14.5,23.0,24.0,0.15,3.0,0.0,2,27.0,87,351,2024-01-20,01:00:00
2024-01-20 02:00:00,13.5,21.0,20.0,0.18,3.0,0.0,1,26.0,89,321,2024-01-20,02:00:00
2024-01-20 03:00:00,14.4,24.0,12.0,0.49,5.0,0.0,0,26.0,92,331,2024-01-20,03:00:00
2024-01-20 04:00:00,18.5,33.0,5.0,0.42,8.0,0.0,1,25.0,94,295,2024-01-20,04:00:00
2024-01-20 05:00:00,18.1,31.0,6.0,0.42,7.0,0.0,0,25.0,95,264,2024-01-20,05:00:00
2024-01-20 06:00:00,20.9,39.0,2.0,0.36,8.0,0.0,1,25.0,96,271,2024-01-20,06:00:00
2024-01-20 07:00:00,19.4,35.0,2.0,0.32,6.0,0.0,0,25.0,95,339,2024-01-20,07:00:00
2024-01-20 08:00:00,30.3,54.0,10.0,0.34,5.0,0.0,1,28.0,86,329,2024-01-20,08:00:00
2024-01-20 09:00:00,35.1,59.0,26.0,0.24,3.0,0.0,1,33.0,66,39,2024-01-20,09:00:00
2024-01-20 10:00:00,25.8,46.0,29.0,0.19,2.0,0.0,3,34.0,60,58,2024-01-20,10:00:00
2024-01-20 11:00:00,20.7,37.0,36.0,0.19,1.0,0.0,4,35.0,54,63,2024-01-20,11:00:00
2024-01-20 12:00:00,18.7,31.0,40.0,0.2,1.0,0.0,3,36.0,53,68,2024-01-20,12:00:00
2024-01-20 13:00:00,21.3,35.0,39.0,0.2,2.17,0.0,2,36.0,52,55,2024-01-20,13:00:00
