,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
0,2023-12-01 00:00:00,23.3,,,,,,0,27,74,0
1,2023-12-01 01:00:00,22.3,,,,,,0,27,76,0
2,2023-12-01 02:00:00,21.3,,,,,,0,27,76,0
3,2023-12-01 03:00:00,20.1,,,,,,0,27,75,0
4,2023-12-01 04:00:00,20.6,,,,,,0,27,74,0
5,2023-12-01 05:00:00,16.2,,,,,,0,27,74,0
6,2023-12-01 06:00:00,15.5,,,,,,0,27,73,0
7,2023-12-01 07:00:00,20.4,,,,,,0,28,72,0
8,2023-12-01 08:00:00,20.6,,,,,,0,29,71,0
9,2023-12-01 09:00:00,26.9,,,,,,0,31,66,0
10,2023-12-01 10:00:00,21.4,,,,,,0,33,61,0
11,2023-12-01 11:00:00,5.5,,,,,,0,33,60,0
12,2023-12-01 12:00:00,10.8,,,,,,0,33,63,0
13,2023-12-01 13:00:00,10.9,,,,,,0,32,66,0
14,2023-12-01 14:00:00,10.0,,,,,,0,32,68,0
15,2023-12-01 15:00:00,,,,,,,0,30,78,0
16,2023-12-01 16:00:00,13.1,,,,,,0,30,74,0
17,2023-12-01 17:00:00,15.8,,,,,,0,30,76,0
18,2023-12-01 18:00:00,9.1,,,,,,0,29,79,0
19,2023-12-01 19:00:00,24.2,,,,,,0,29,81,0
20,2023-12-01 20:00:00,22.1,,,,,,0,28,80,0
21,2023-12-01 21:00:00,17.1,,,,,,0,28,81,0
22,2023-12-01 22:00:00,19.6,,,,,,0,27,82,0
23,2023-12-01 23:00:00,21.2,,,,,,0,27,81,0
24,2023-12-02 00:00:00,15.6,,,,,,0,27,83,0
25,2023-12-02 01:00:00,18.2,,,,,,0,27,82,0
26,2023-12-02 02:00:00,8.8,,,,,,0,26,80,0
27,2023-12-02 03:00:00,10.2,,,,,,0,26,82,0
28,2023-12-02 04:00:00,8.3,,,,,,0,26,81,0
29,2023-12-02 05:00:00,6.4,,,,,,0,26,80,0
30,2023-12-02 06:00:00,8.4,,,,,,0,26,79,0
31,2023-12-02 07:00:00,8.3,,,,,,0,27,77,0
32,2023-12-02 08:00:00,19.7,,,,,,0,28,73,0
33,2023-12-02 09:00:00,18.9,,,,,,0,30,70,0
34,2023-12-02 10:00:00,18.3,,,,,,0,31,66,0
35,2023-12-02 11:00:00,15.8,,,,,,0,32,60,0
36,2023-12-02 12:00:00,9.3,,,,,,0,33,58,0
37,2023-12-02 13:00:00,16.8,,,,,,0,33,58,0
38,2023-12-02 14:00:00,9.8,,,,,,0,33,57,0
39,2023-12-02 15:00:00,7.1,,,,,,0,33,58,0
40,2023-12-02 16:00:00,1.3,,,,,,0,33,58,0
41,2023-12-02 17:00:00,7.3,,,,,,0,32,59,0
42,2023-12-02 18:00:00,9.0,,,,,,0,31,63,0
43,2023-12-02 19:00:00,26.5,,,,,,0,30,66,0
44,2023-12-02 20:00:00,20.2,,,,,,0,29,68,0
45,2023-12-02 21:00:00,13.3,,,,,,0,29,71,0
46,2023-12-02 22:00:00,9.8,,,,,,0,28,72,0
47,2023-12-02 23:00:00,15.9,,,,,,0,28,74,0
48,2023-12-03 00:00:00,14.4,,,,,,0,28,77,0
49,2023-12-03 01:00:00,11.5,,,,,,0,27,79,0
50,2023-12-03 02:00:00,11.0,,,,,,0,27,81,0
51,2023-12-03 03:00:00,8.2,,,,,,0,27,79,0
52,2023-12-03 04:00:00,10.7,,,,,,0,27,76,0
53,2023-12-03 05:00:00,7.0,,,,,,0,27,74,0
54,2023-12-03 06:00:00,12.5,,,,,,0,27,76,0
55,2023-12-03 07:00:00,10.3,,,,,,0,27,76,0
56,2023-12-03 08:00:00,13.8,,,,,,0,28,73,0
57,2023-12-03 09:00:00,19.5,,,,,,0,30,67,0
58,2023-12-03 10:00:00,15.7,,,,,,0,32,63,0
59,2023-12-03 11:00:00,8.7,,,,,,0,32,62,0
60,2023-12-03 12:00:00,6.5,,,,,,0,32,62,0
61,2023-12-03 13:00:00,,,,,,,0,31,67,0
62,2023-12-03 14:00:00,5.2,,,,,,0,32,65,0
63,2023-12-03 15:00:00,10.9,,,,,,0,32,62,0
64,2023-12-03 16:00:00,1.9,,,,,,0,32,63,0
65,2023-12-03 17:00:00,4.9,,,,,,0,31,66,0
66,2023-12-03 18:00:00,6.7,,,,,,0,30,69,0
67,2023-12-03 19:00:00,7.5,,,,,,0,30,69,0
68,2023-12-03 20:00:00,15.2,,,,,,0,29,68,0
69,2023-12-03 21:00:00,15.6,,,,,,0,29,71,0
70,2023-12-03 22:00:00,13.1,,,,,,0,29,73,0
71,2023-12-03 23:00:00,15.8,,,,,,0,28,75,0
72,2023-12-04 00:00:00,10.3,,,,,,0,28,76,0
73,2023-12-04 01:00:00,15.1,,,,,,0,28,77,0
74,2023-12-04 02:00:00,9.1,,,,,,0,28,80,0
